8.333246,6.537998,15.018517,12.512857,40.045356
8.238472,6.159123,14.876182,12.472250,39.982541
7.894239,5.999518,14.793921,12.274476,39.881627
7.867051,6.001979,14.713396,12.451364,40.030788
8.050632,6.408695,14.528955,12.596022,39.931134
8.190862,6.662105,14.365491,12.417008,39.874535
7.906295,6.348292,14.462477,12.483941,39.911779
7.815998,6.092440,14.610085,12.476064,39.871623
8.170007,6.096109,14.551266,12.505993,39.758526
8.172870,6.183129,14.548040,12.674130,39.514291
8.017793,6.399371,14.738114,12.511998,40.018664
8.006275,6.555647,14.754480,12.884980,40.052585
