1690691451.3359325	-1.6	0.1	-0.3	-3.1
1690691451.3359325	-1.6	0.1	-0.3	-3.1
1690691451.3611796	-1.6	0.1	-0.3	-3.1
1690691451.3711467	-1.6	0.1	-0.3	-3.1
1690691451.3983953	-1.6	0.1	-0.3	-3.1
1690691451.416617	-1.6	0.1	-0.3	-3.1
1690691451.4358497	-1.6	0.1	-0.3	-3.1
1690691451.4543097	-1.6	0.1	-0.3	-3.1
1690691451.4763393	-1.6	0.1	-0.3	-3.1
1690691451.4947348	-1.6	0.1	-0.3	-3.1
1690691451.5189993	-1.6	0.1	-0.3	-3.1
1690691451.5356405	-1.6	0.1	-0.3	-3.1
1690691451.5552192	-1.6	0.1	-0.3	-3.1
1690691451.5751562	-1.6	0.1	-0.3	-3.1
1690691451.5963988	-1.6	0.1	-0.3	-3.1
1690691451.6161003	-1.6	0.1	-0.3	-3.1
1690691451.63934	-1.6	0.1	-0.3	-3.1
1690691451.8650198	-1.6	0.1	-0.3	-3.1
1690691451.8780487	-1.6	0.1	-0.3	-3.1
1690691451.880042	-1.6	0.1	-0.3	-3.1
1690691451.8960805	-1.6	0.1	-0.3	-3.1
1690691451.9162102	-1.6	0.1	-0.3	-3.1
1690691451.9359782	-1.6	0.1	-0.3	-3.1
1690691451.958888	-1.6	0.1	-0.3	-3.1
1690691451.9774861	-1.6	0.1	-0.3	-3.1
1690691451.9937034	-1.6	0.1	-0.3	-3.1
1690691452.0303817	-1.6	0.1	-0.3	-3.1
1690691452.035716	-1.6	0.1	-0.3	-3.1
1690691452.058017	-1.6	0.1	-0.3	-3.1
1690691452.0762298	-1.6	0.1	-0.3	-3.1
1690691452.095855	-1.6	0.1	-0.3	-3.1
1690691452.0978768	-1.6	0.1	-0.3	-3.1
1690691452.1375911	-1.6	0.1	-0.3	-3.1
1690691452.1538763	-1.6	0.1	-0.3	-3.1
1690691452.173175	-1.6	0.1	-0.3	-3.1
1690691452.1931112	-1.6	0.1	-0.3	-3.1
1690691452.2194827	-1.6	0.1	-0.3	-3.1
1690691452.235543	-1.6	0.1	-0.3	-3.1
1690691452.2545848	-1.6	0.1	-0.3	-3.1
1690691452.2946396	-1.6	0.1	-0.3	-3.1
1690691452.3186316	-1.6	0.1	-0.3	-3.1
1690691452.333883	-1.6	0.1	-0.3	-3.1
1690691452.353765	-1.6	0.1	-0.3	-3.1
1690691452.3734689	-1.6	0.1	-0.3	-3.1
1690691452.3946354	-1.6	0.1	-0.3	-3.1
1690691452.4141247	-1.6	0.1	-0.3	-3.1
1690691452.4341276	-1.6	0.1	-0.3	-3.1
1690691452.4542236	-1.6	0.1	-0.3	-3.1
1690691452.4742923	-1.6	0.1	-0.3	-3.1
1690691452.4934533	-1.6	0.1	-0.3	-3.1
1690691452.5143814	-1.6	0.1	-0.3	-3.1
1690691452.545287	-1.6	0.1	-0.3	-3.1
1690691452.5546944	-1.6	0.1	-0.3	-3.1
1690691452.5750651	-1.6	0.1	-0.3	-3.1
1690691452.593877	-1.6	0.1	-0.3	-3.1
1690691452.6153648	-1.6	0.1	-0.3	-3.1
1690691452.6356754	-1.6	0.1	-0.3	-3.1
1690691452.6539562	-1.6	0.1	-0.3	-3.1
1690691452.6765125	-1.6	0.1	-0.3	-3.1
1690691452.695615	-1.6	0.1	-0.3	-3.1
1690691452.734655	-1.6	0.1	-0.3	-3.1
1690691452.7356627	-1.6	0.1	-0.3	-3.1
1690691452.7578306	-1.6	0.1	-0.3	-3.1
1690691452.7770708	-1.6	0.1	-0.3	-3.1
1690691452.8077328	-1.6	0.1	-0.3	-3.1
1690691452.8144555	-1.6	0.1	-0.3	-3.1
1690691452.836292	-1.6	0.1	-0.3	-3.1
1690691452.8550155	-1.6	0.1	-0.3	-3.1
1690691452.877152	-1.6	0.1	-0.3	-3.1
1690691452.8982859	-1.6	0.1	-0.3	-3.1
1690691452.9152288	-1.6	0.1	-0.3	-3.1
1690691452.9378355	-1.6	0.1	-0.3	-3.1
1690691452.9553957	-1.6	0.1	-0.3	-3.1
1690691453.0399475	-1.6	0.1	-0.3	-3.1
1690691453.0797532	-1.6	0.1	-0.3	-3.1
1690691453.0817444	-1.6	0.1	-0.3	-3.1
1690691453.0827453	-1.6	0.1	-0.3	-3.1
1690691453.0841894	-1.6	0.1	-0.3	-3.1
1690691453.1104019	-1.6	0.1	-0.3	-3.1
1690691453.1348083	-1.6	0.1	-0.3	-3.1
1690691453.1580904	-1.6	0.1	-0.3	-3.1
1690691453.174033	-1.6	0.1	-0.3	-3.1
1690691453.195402	-1.6	0.1	-0.3	-3.1
1690691453.2153056	-1.6	0.1	-0.3	-3.1
1690691453.2355354	-1.6	0.1	-0.3	-3.1
1690691453.2476306	-1.6	0.1	-0.3	-3.1
1690691453.2761853	-1.6	0.1	-0.3	-3.1
1690691453.2940638	-1.6	0.1	-0.3	-3.1
1690691453.3198006	-1.6	0.1	-0.3	-3.1
1690691453.3377907	-1.6	0.1	-0.3	-3.1
1690691453.354795	-1.6	0.1	-0.3	-3.1
1690691453.3747292	-1.6	0.1	-0.3	-3.1
1690691453.3948789	-1.6	0.1	-0.3	-3.1
1690691453.4148118	-1.6	0.1	-0.3	-3.1
1690691453.4349086	-1.6	0.1	-0.3	-3.1
1690691453.453848	-1.6	0.1	-0.3	-3.1
1690691453.474779	-1.6	0.1	-0.3	-3.1
1690691453.4952517	-1.6	0.1	-0.3	-3.1
1690691453.516475	-1.6	0.1	-0.3	-3.1
1690691453.534413	-1.6	0.1	-0.3	-3.1
1690691453.5686269	-1.6	0.1	-0.3	-3.1
1690691453.5750651	-1.6	0.1	-0.3	-3.1
1690691453.596315	-1.6	0.1	-0.3	-3.1
1690691453.6144285	-1.6	0.1	-0.3	-3.1
1690691453.6338432	-1.6	0.1	-0.3	-3.1
1690691453.6543496	-1.6	0.1	-0.3	-3.1
1690691453.6732986	-1.6	0.1	-0.3	-3.1
1690691453.6970253	-1.6	0.1	-0.3	-3.1
1690691453.7143338	-1.6	0.1	-0.3	-3.1
1690691453.7158618	-1.6	0.1	-0.3	-3.1
1690691453.7349794	-1.6	0.1	-0.3	-3.1
1690691453.7503626	-1.6	0.1	-0.3	-3.1
1690691453.7757316	-1.6	0.1	-0.3	-3.1
1690691453.795509	-1.6	0.1	-0.3	-3.1
1690691453.8175025	-1.6	0.1	-0.3	-3.1
1690691453.8347714	-1.6	0.1	-0.3	-3.1
1690691453.8599184	-1.6	0.1	-0.3	-3.1
1690691453.8792489	-1.6	0.1	-0.3	-3.1
1690691453.8938916	-1.6	0.1	-0.3	-3.1
1690691453.914432	-1.6	0.1	-0.3	-3.1
1690691453.9354029	-1.6	0.1	-0.3	-3.1
1690691453.9588442	-1.6	0.1	-0.3	-3.1
1690691453.976207	-1.6	0.1	-0.3	-3.1
1690691453.9941177	-1.6	0.1	-0.3	-3.1
1690691454.0135682	-1.6	0.1	-0.3	-3.1
1690691454.0351355	-1.6	0.1	-0.3	-3.1
1690691454.0533872	-1.6	0.1	-0.3	-3.1
1690691454.0842438	-1.6	0.1	-0.3	-3.1
