19.235850,33.520412,12.975532,3.063606,3.699847
19.396925,33.151641,12.778597,2.806538,3.969387
19.319570,33.239866,12.887088,2.971853,3.902633
19.177984,33.336881,12.691144,2.815026,3.942958
18.919435,33.253052,12.722805,2.764329,4.023116
18.859591,33.374315,12.758663,2.858124,3.807095
19.109544,33.305298,12.748667,2.820383,3.960445
19.371238,33.331917,12.879708,2.908152,3.881071
19.439737,33.363011,12.800495,2.807990,3.900578
19.223637,33.275141,12.772590,2.894252,3.980858
18.993047,33.375754,12.774919,2.815164,3.832704
18.856773,33.250860,12.692287,2.795256,4.106854
19.143358,33.287135,12.714888,2.888391,3.765895
19.057092,33.253702,12.833266,3.157731,4.150756
19.363418,33.277870,12.814954,2.921229,4.009500
