5.283130,4.453215,15.329523,9.117869,39.814756
5.362995,4.468996,15.271206,9.209996,39.497158
5.410795,4.549933,15.117531,9.121256,39.633442
5.464481,4.449172,14.982660,9.196990,39.625953
5.497483,4.558266,14.876854,9.236851,39.627387
5.344742,4.586603,14.934099,9.211483,39.238410
5.311961,4.569175,15.012705,9.244088,39.706178
5.370644,4.581009,15.212320,9.207159,39.631671
5.396070,4.440725,15.353621,9.184238,39.683433
5.318772,4.554073,15.350639,9.206823,39.858005
5.447456,4.471326,15.526341,9.290030,39.637044
5.457451,4.409996,15.161443,9.116580,39.462632
5.340885,4.739066,14.908395,9.202957,39.574770
5.386101,4.434762,14.840965,9.230221,39.335456
5.385490,4.467330,14.978048,9.183357,39.410062
