1690470589.75976	12.26	-1.89	-0.47
1690470589.75976	12.26	-1.89	-0.47
1690470589.7785103	12.26	-1.89	-0.47
1690470589.7990623	12.27	-1.89	-0.47
1690470589.8241048	12.27	-1.89	-0.47
1690470589.8478553	12.26	-1.89	-0.47
1690470589.8630455	12.26	-1.89	-0.47
1690470589.8820188	12.26	-1.89	-0.47
1690470589.899356	12.26	-1.89	-0.47
1690470589.9196236	12.27	-1.89	-0.47
1690470589.9449537	12.27	-1.89	-0.47
1690470589.9600117	12.26	-1.89	-0.47
1690470589.9844239	12.26	-1.89	-0.47
1690470590.0000794	12.27	-1.89	-0.47
1690470590.020662	12.27	-1.89	-0.47
1690470590.0444572	12.27	-1.89	-0.47
1690470590.068769	12.27	-1.89	-0.47
1690470590.0799456	12.27	-1.9	-0.47
1690470590.101015	12.27	-1.89	-0.47
1690470590.1188622	12.26	-1.89	-0.47
1690470590.139164	12.27	-1.89	-0.47
1690470590.1600842	12.26	-1.89	-0.47
1690470590.180442	12.26	-1.89	-0.47
1690470590.2003598	12.26	-1.9	-0.47
1690470590.2195137	12.27	-1.9	-0.47
1690470590.2419677	12.27	-1.89	-0.47
1690470590.2621021	12.27	-1.89	-0.47
1690470590.2833211	12.27	-1.89	-0.47
1690470590.30192	12.27	-1.89	-0.47
1690470590.3206208	12.27	-1.89	-0.47
1690470590.3396578	12.27	-1.89	-0.47
1690470590.362118	12.27	-1.89	-0.47
1690470590.3868716	12.26	-1.89	-0.47
1690470590.3993874	12.26	-1.89	-0.47
1690470590.4249725	12.27	-1.89	-0.47
1690470590.4410973	12.26	-1.89	-0.47
1690470590.4647193	12.26	-1.89	-0.47
1690470590.486715	12.27	-1.89	-0.47
1690470590.5061002	12.27	-1.89	-0.47
1690470590.5218942	12.26	-1.89	-0.47
1690470590.5404325	12.27	-1.89	-0.47
1690470590.5675156	12.27	-1.89	-0.47
1690470590.5799325	12.27	-1.89	-0.47
1690470590.6087048	12.26	-1.89	-0.47
1690470590.6222868	12.27	-1.89	-0.47
1690470590.6593895	12.27	-1.89	-0.47
1690470590.671829	12.27	-1.89	-0.47
1690470590.7040284	12.27	-1.89	-0.47
1690470590.7189198	12.27	-1.89	-0.47
1690470590.7421358	12.27	-1.89	-0.47
1690470590.7609475	12.27	-1.89	-0.47
1690470590.7793872	12.27	-1.89	-0.47
1690470590.7990959	12.27	-1.89	-0.47
1690470590.8188016	12.27	-1.89	-0.47
1690470590.8390954	12.27	-1.89	-0.47
1690470590.8621259	12.27	-1.89	-0.47
1690470590.8825686	12.27	-1.89	-0.47
1690470590.8997886	12.27	-1.89	-0.47
1690470590.9403749	12.27	-1.89	-0.47
1690470590.9678984	12.27	-1.89	-0.47
1690470590.9821916	12.27	-1.89	-0.47
1690470590.998825	12.26	-1.89	-0.47
1690470591.0199585	12.26	-1.89	-0.47
1690470591.041364	12.27	-1.89	-0.47
1690470591.067428	12.27	-1.89	-0.47
1690470591.0801632	12.27	-1.89	-0.47
1690470591.101923	12.27	-1.89	-0.47
1690470591.1254995	12.27	-1.89	-0.47
1690470591.1417248	12.27	-1.89	-0.47
1690470591.1782157	12.27	-1.89	-0.47
1690470591.1848395	12.27	-1.89	-0.47
1690470591.2139316	12.27	-1.9	-0.47
1690470591.2221286	12.27	-1.89	-0.47
1690470591.2412963	12.27	-1.9	-0.47
1690470591.2603571	12.27	-1.89	-0.47
1690470591.2896402	12.27	-1.89	-0.47
1690470591.320514	12.27	-1.89	-0.47
1690470591.3391798	12.27	-1.89	-0.47
1690470591.361937	12.27	-1.89	-0.47
1690470591.3827283	12.27	-1.89	-0.47
1690470591.3983808	12.27	-1.89	-0.47
1690470591.419296	12.26	-1.89	-0.47
1690470591.4343615	12.27	-1.89	-0.47
1690470591.4620981	12.26	-1.89	-0.47
1690470591.4798367	12.26	-1.89	-0.47
1690470591.5002136	12.27	-1.89	-0.47
1690470591.5205562	12.27	-1.89	-0.47
1690470591.5399647	12.27	-1.89	-0.47
1690470591.562429	12.27	-1.89	-0.47
1690470591.5802376	12.26	-1.89	-0.47
1690470591.6005664	12.26	-1.89	-0.47
1690470591.6198876	12.27	-1.89	-0.47
1690470591.6420362	12.27	-1.9	-0.47
1690470591.669311	12.26	-1.89	-0.47
1690470591.6790693	12.26	-1.89	-0.47
1690470591.7021284	12.26	-1.89	-0.47
1690470591.7201564	12.26	-1.89	-0.47
1690470591.7407427	12.27	-1.9	-0.47
1690470591.7840803	12.27	-1.89	-0.47
1690470591.798122	12.27	-1.89	-0.47
1690470591.82021	12.27	-1.89	-0.47
1690470591.8398018	12.27	-1.89	-0.47
1690470591.8602586	12.26	-1.89	-0.47
1690470591.887459	12.26	-1.89	-0.47
1690470591.9005144	12.26	-1.89	-0.47
1690470591.9244237	12.26	-1.89	-0.47
1690470591.9332035	12.27	-1.89	-0.47
1690470591.9604783	12.26	-1.89	-0.47
1690470591.9802475	12.27	-1.89	-0.47
1690470591.999993	12.27	-1.89	-0.47
1690470592.0243154	12.26	-1.89	-0.47
1690470592.040418	12.27	-1.89	-0.47
1690470592.0582654	12.27	-1.89	-0.47
1690470592.0803487	12.27	-1.89	-0.47
1690470592.1039333	12.27	-1.89	-0.47
1690470592.122165	12.27	-1.89	-0.47
1690470592.141034	12.27	-1.89	-0.47
1690470592.1628122	12.27	-1.89	-0.47
1690470592.178237	12.27	-1.89	-0.47
1690470592.201882	12.27	-1.89	-0.47
1690470592.219164	12.27	-1.89	-0.47
1690470592.241865	12.27	-1.89	-0.47
1690470592.263073	12.26	-1.89	-0.47
1690470592.2796516	12.27	-1.89	-0.47
1690470592.2993894	12.27	-1.89	-0.47
1690470592.3210022	12.26	-1.89	-0.47
1690470592.3391898	12.27	-1.89	-0.47
1690470592.359237	12.27	-1.89	-0.47
1690470592.383934	12.26	-1.89	-0.47
1690470592.3992608	12.26	-1.89	-0.47
1690470592.4202237	12.27	-1.89	-0.47
1690470592.4406638	12.26	-1.89	-0.47
1690470592.462152	12.26	-1.89	-0.47
1690470592.4856539	12.27	-1.89	-0.47
1690470592.5043068	12.27	-1.89	-0.47
1690470592.5181034	12.27	-1.89	-0.47
1690470592.5394416	12.26	-1.89	-0.47
1690470592.5581913	12.27	-1.89	-0.47
1690470592.5818326	12.27	-1.89	-0.47
1690470592.621953	12.27	-1.89	-0.47
1690470592.6399176	12.27	-1.89	-0.47
1690470592.6611447	12.27	-1.89	-0.47
1690470592.6789172	12.27	-1.89	-0.47
1690470592.699473	12.27	-1.89	-0.47
1690470592.720278	12.27	-1.89	-0.47
1690470592.7410529	12.27	-1.89	-0.47
1690470592.7594564	12.27	-1.9	-0.47
1690470592.7830384	12.27	-1.89	-0.47
1690470592.7986236	12.27	-1.89	-0.47
1690470592.819854	12.27	-1.89	-0.47
1690470592.8406825	12.27	-1.89	-0.47
1690470592.8640974	12.27	-1.89	-0.47
1690470592.8805437	12.27	-1.89	-0.47
1690470592.899403	12.26	-1.89	-0.47
1690470592.9203608	12.26	-1.9	-0.47
1690470592.945322	12.26	-1.89	-0.47
1690470592.9649346	12.26	-1.89	-0.47
1690470592.9808233	12.27	-1.89	-0.47
1690470593.0218506	12.27	-1.89	-0.47
1690470593.0417728	12.27	-1.89	-0.47
1690470593.0638602	12.27	-1.89	-0.47
1690470593.0803745	12.27	-1.89	-0.47
1690470593.1003003	12.27	-1.89	-0.47
1690470593.1238437	12.27	-1.89	-0.47
1690470593.1389391	12.26	-1.89	-0.47
1690470593.1579459	12.27	-1.89	-0.47
1690470593.1784785	12.27	-1.89	-0.47
1690470593.2032127	12.26	-1.89	-0.47
1690470593.2198389	12.26	-1.89	-0.47
1690470593.240239	12.26	-1.89	-0.47
1690470593.258824	12.27	-1.89	-0.47
1690470593.2797854	12.27	-1.89	-0.47
1690470593.3037221	12.26	-1.89	-0.47
1690470593.3228817	12.27	-1.89	-0.47
1690470593.3447938	12.27	-1.89	-0.47
1690470593.3598797	12.27	-1.89	-0.47
1690470593.3802922	12.27	-1.89	-0.47
1690470593.4009674	12.27	-1.89	-0.47
1690470593.4243846	12.27	-1.89	-0.47
1690470593.440044	12.27	-1.89	-0.47
1690470593.4618583	12.27	-1.89	-0.47
1690470593.4800484	12.27	-1.89	-0.47
1690470593.4986076	12.26	-1.89	-0.47
1690470593.5193803	12.27	-1.89	-0.47
1690470593.5398722	12.27	-1.9	-0.47
1690470593.56024	12.27	-1.9	-0.47
1690470593.5804644	12.26	-1.89	-0.47
1690470593.6060452	12.27	-1.89	-0.47
1690470593.6194947	12.27	-1.89	-0.47
1690470593.6419792	12.27	-1.89	-0.47
1690470593.6685998	12.27	-1.89	-0.47
1690470593.6860816	12.26	-1.89	-0.47
1690470593.7220647	12.26	-1.89	-0.47
1690470593.7418609	12.26	-1.89	-0.47
1690470593.7631114	12.26	-1.89	-0.47
1690470593.779798	12.26	-1.89	-0.47
1690470593.8054843	12.27	-1.89	-0.47
1690470593.8201692	12.27	-1.89	-0.47
1690470593.8421435	12.27	-1.89	-0.47
1690470593.8594565	12.27	-1.89	-0.47
1690470593.880234	12.27	-1.89	-0.47
1690470593.9019725	12.27	-1.89	-0.47
1690470593.9210038	12.27	-1.89	-0.47
1690470593.944471	12.27	-1.89	-0.47
1690470593.9620633	12.27	-1.89	-0.47
1690470593.9818676	12.27	-1.89	-0.47
1690470594.001788	12.27	-1.89	-0.47
1690470594.0189784	12.27	-1.89	-0.47
1690470594.041304	12.27	-1.89	-0.47
1690470594.0589643	12.26	-1.89	-0.47
1690470594.0782096	12.27	-1.89	-0.47
1690470594.1047785	12.27	-1.89	-0.47
1690470594.1242013	12.26	-1.89	-0.47
1690470594.140416	12.27	-1.89	-0.47
1690470594.1594186	12.26	-1.89	-0.47
1690470594.1781547	12.26	-1.89	-0.47
1690470594.2003675	12.26	-1.89	-0.47
1690470594.2184377	12.27	-1.89	-0.47
1690470594.2431698	12.26	-1.89	-0.47
1690470594.2604854	12.26	-1.89	-0.47
1690470594.2819521	12.26	-1.89	-0.47
1690470594.297699	12.27	-1.89	-0.47
1690470594.323104	12.27	-1.89	-0.47
1690470594.3412302	12.27	-1.89	-0.47
1690470594.3579168	12.27	-1.89	-0.47
1690470594.3801699	12.27	-1.89	-0.47
1690470594.4000874	12.26	-1.89	-0.47
1690470594.424235	12.26	-1.89	-0.47
1690470594.4364033	12.26	-1.89	-0.47
1690470594.4820046	12.27	-1.89	-0.47
1690470594.5003178	12.27	-1.89	-0.47
1690470594.5196033	12.27	-1.89	-0.47
1690470594.5396085	12.27	-1.89	-0.47
1690470594.5591497	12.27	-1.89	-0.47
1690470594.5821173	12.27	-1.89	-0.47
1690470594.607202	12.27	-1.89	-0.47
1690470594.6208775	12.26	-1.89	-0.47
1690470594.6404645	12.27	-1.89	-0.47
1690470594.660546	12.27	-1.89	-0.47
1690470594.6799574	12.26	-1.9	-0.47
1690470594.699894	12.27	-1.89	-0.47
1690470594.728458	12.27	-1.89	-0.47
1690470594.7404218	12.27	-1.89	-0.47
1690470594.7619872	12.27	-1.89	-0.47
1690470594.789585	12.27	-1.89	-0.47
1690470594.8018184	12.27	-1.89	-0.47
1690470594.8264132	12.27	-1.89	-0.47
1690470594.85909	12.25	-1.88	-0.48
1690470594.8600812	12.2	-1.81	-0.46
1690470594.881072	12.09	-1.76	-0.45
1690470594.901036	11.92	-1.74	-0.43
1690470594.9315605	11.69	-1.69	-0.41
1690470594.941073	11.45	-1.69	-0.4
1690470594.9611716	11.15	-1.72	-0.38
1690470595.0004423	10.51	-1.69	-0.33
1690470595.0442429	9.92	-1.78	-0.34
1690470595.0627534	9.59	-1.77	-0.35
1690470595.0992937	9.22	-1.78	-0.35
1690470595.1263475	8.81	-1.88	-0.32
1690470595.1432607	8.37	-1.87	-0.33
1690470595.159794	7.93	-1.88	-0.31
1690470595.1809728	7.45	-1.93	-0.32
1690470595.2009666	7.01	-1.95	-0.25
1690470595.2218494	6.61	-1.94	-0.28
1690470595.240827	6.21	-1.91	-0.24
1690470595.2607439	5.92	-1.92	-0.16
