time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
876544747,0.0866,0.6790,-9.7278,-0.0387,-0.0558,0.1624,0.0000,0.0000,0.0000
876554672,0.0915,0.6782,-9.7325,-0.0163,-0.1160,0.0785,0.0000,0.0000,0.0000
876564844,0.1003,0.6846,-9.7357,-0.0103,-0.0853,0.0727,0.0000,0.0000,0.0000
876574666,0.1027,0.6830,-9.7317,-0.0381,-0.0798,0.1086,0.0000,0.0000,0.0000
876584841,0.0923,0.6838,-9.7381,-0.0270,-0.0985,0.1391,0.0000,0.0000,0.0000
876594840,0.0818,0.6886,-9.7349,-0.0105,-0.0314,0.1205,0.0000,0.0000,0.0000
876604674,0.0923,0.6838,-9.7334,-0.0164,-0.0490,-0.0103,0.0000,0.0000,0.0000
876614738,0.0931,0.6814,-9.7421,-0.0328,-0.0071,-0.0674,0.0000,0.0000,0.0000
876624673,0.0939,0.6862,-9.7302,-0.0322,0.0963,0.0608,0.0000,0.0000,0.0000
876634913,0.1075,0.6846,-9.7294,-0.0204,0.0536,0.1497,0.0000,0.0000,0.0000
876644839,0.0987,0.6806,-9.7405,-0.0157,-0.0323,0.0660,0.0000,0.0000,0.0000
876654741,0.0939,0.6846,-9.7278,-0.0213,-0.0806,-0.0398,0.0000,0.0000,0.0000
876664841,0.1035,0.6838,-9.7389,-0.0322,-0.1754,-0.0155,0.0000,0.0000,0.0000
876674750,0.0907,0.6870,-9.7469,-0.0493,-0.1216,0.1259,0.0000,0.0000,0.0000
876684841,0.0802,0.6854,-9.7310,-0.0442,-0.0139,0.1972,0.0000,0.0000,0.0000
876694746,0.0931,0.6822,-9.7349,-0.0327,-0.0309,0.1317,0.0000,0.0000,0.0000
876704674,0.1011,0.6798,-9.7397,-0.0213,-0.0192,0.0900,0.0000,0.0000,0.0000
876714924,0.0987,0.6766,-9.7317,0.0069,-0.0923,0.0784,0.0000,0.0000,0.0000
876724674,0.0939,0.6838,-9.7405,-0.0159,-0.1697,0.0367,0.0000,0.0000,0.0000
876734936,0.0858,0.6894,-9.7397,-0.0330,-0.0979,0.0488,0.0000,0.0000,0.0000
876744670,0.0963,0.6822,-9.7333,-0.0044,-0.0979,0.0604,0.0000,0.0000,0.0000
876754878,0.1019,0.6774,-9.7365,-0.0211,-0.1515,0.0299,0.0000,0.0000,0.0000
876764665,0.0971,0.6854,-9.7318,-0.0445,-0.1575,0.0294,0.0000,0.0000,0.0000
876774673,0.0955,0.6806,-9.7381,-0.0167,-0.1456,0.0897,0.0000,0.0000,0.0000
876784880,0.0899,0.6774,-9.7461,-0.0162,-0.0921,0.0966,0.0000,0.0000,0.0000
876794677,0.0907,0.6846,-9.7405,-0.0384,-0.0436,0.0070,0.0000,0.0000,0.0000
876804907,0.0947,0.6830,-9.7389,-0.0270,-0.0921,-0.0219,0.0000,0.0000,0.0000
876814849,0.0923,0.6814,-9.7373,-0.0222,-0.0629,0.0145,0.0000,0.0000,0.0000
876824744,0.0890,0.6846,-9.7309,-0.0228,-0.0453,0.0799,0.0000,0.0000,0.0000
876834680,0.0963,0.6790,-9.7397,-0.0392,-0.0444,0.0971,0.0000,0.0000,0.0000
876844923,0.1075,0.6774,-9.7381,-0.0493,-0.0500,0.0550,0.0000,0.0000,0.0000
876854884,0.1011,0.6846,-9.7357,-0.0277,-0.1221,0.0540,0.0000,0.0000,0.0000
876864752,0.0786,0.6854,-9.7429,0.0004,-0.0924,0.1130,0.0000,0.0000,0.0000
876874847,0.0770,0.6758,-9.7318,0.0185,0.0223,0.1018,0.0000,0.0000,0.0000
876884746,0.0979,0.6758,-9.7381,-0.0093,0.0407,-0.0339,0.0000,0.0000,0.0000
876894666,0.1172,0.6822,-9.7373,-0.0206,-0.0012,-0.0566,0.0000,0.0000,0.0000
876904922,0.1035,0.6870,-9.7317,-0.0447,-0.0799,0.0618,0.0000,0.0000,0.0000
876914684,0.0891,0.6870,-9.7349,-0.0386,-0.1392,0.1742,0.0000,0.0000,0.0000
876924925,0.0882,0.6870,-9.7373,-0.0428,-0.0912,0.1446,0.0000,0.0000,0.0000
876934682,0.0947,0.6886,-9.7333,-0.0267,-0.0265,0.0787,0.0000,0.0000,0.0000
876944761,0.0947,0.6870,-9.7357,-0.0163,-0.0330,0.0849,0.0000,0.0000,0.0000
876954679,0.1011,0.6878,-9.7341,-0.0566,-0.0271,0.0319,0.0000,0.0000,0.0000
876964753,0.1043,0.6934,-9.7310,-0.0564,-0.0506,0.0191,0.0000,0.0000,0.0000
876974884,0.0866,0.6854,-9.7405,-0.0159,-0.0627,0.1196,0.0000,0.0000,0.0000
876984677,0.0818,0.6798,-9.7317,-0.0105,0.0481,0.1145,0.0000,0.0000,0.0000
876994852,0.1059,0.6814,-9.7270,-0.0333,0.1150,0.1029,0.0000,0.0000,0.0000
877004681,0.1212,0.6814,-9.7349,-0.0390,0.0346,0.1321,0.0000,0.0000,0.0000
877014753,0.1083,0.6830,-9.7325,-0.0165,-0.1154,0.1555,0.0000,0.0000,0.0000
877024849,0.0842,0.6862,-9.7334,0.0019,-0.2106,0.0662,0.0000,0.0000,0.0000
877034753,0.0762,0.6838,-9.7373,-0.0148,-0.1218,-0.0105,0.0000,0.0000,0.0000
877044853,0.0914,0.6782,-9.7326,-0.0328,0.0180,0.0255,0.0000,0.0000,0.0000
877054757,0.1075,0.6798,-9.7349,-0.0558,0.0043,0.0670,0.0000,0.0000,0.0000
877064883,0.1019,0.6902,-9.7413,-0.0378,-0.0862,0.1200,0.0000,0.0000,0.0000
877074921,0.0915,0.6894,-9.7357,-0.0147,-0.0680,0.2326,0.0000,0.0000,0.0000
877084682,0.0915,0.6790,-9.7357,-0.0268,-0.0746,0.1917,0.0000,0.0000,0.0000
877094930,0.0915,0.6846,-9.7405,-0.0336,-0.0627,-0.0096,0.0000,0.0000,0.0000
877104682,0.0923,0.6798,-9.7302,0.0128,-0.0628,0.0086,0.0000,0.0000,0.0000
877114923,0.0963,0.6750,-9.7373,0.0074,-0.0085,0.1804,0.0000,0.0000,0.0000
877124891,0.0995,0.6862,-9.7325,-0.0390,0.0472,0.1858,0.0000,0.0000,0.0000
877134765,0.1019,0.6894,-9.7286,-0.0212,-0.0326,0.0311,0.0000,0.0000,0.0000
877144848,0.1011,0.6854,-9.7389,-0.0031,-0.0744,-0.0448,0.0000,0.0000,0.0000
877154925,0.0987,0.6846,-9.7349,-0.0158,-0.0142,0.0488,0.0000,0.0000,0.0000
877164680,0.0931,0.6878,-9.7357,-0.0170,0.0104,0.1442,0.0000,0.0000,0.0000
877174756,0.0987,0.6878,-9.7318,-0.0278,-0.0015,0.0781,0.0000,0.0000,0.0000
877184855,0.1107,0.6934,-9.7334,-0.0493,-0.0314,0.0241,0.0000,0.0000,0.0000
877194858,0.1003,0.6918,-9.7397,-0.0154,-0.0924,0.1501,0.0000,0.0000,0.0000
877204749,0.0898,0.6830,-9.7365,0.0074,-0.0864,0.1918,0.0000,0.0000,0.0000
877214763,0.1003,0.6822,-9.7317,-0.0100,-0.0685,0.1555,0.0000,0.0000,0.0000
877224762,0.1123,0.6886,-9.7334,-0.0379,-0.1456,-0.0221,0.0000,0.0000,0.0000
877234667,0.1003,0.6958,-9.7358,-0.0263,-0.1513,-0.0279,0.0000,0.0000,0.0000
877244921,0.0866,0.6878,-9.7278,-0.0095,-0.1574,0.1735,0.0000,0.0000,0.0000
877254855,0.0834,0.6782,-9.7453,-0.0163,-0.0865,0.2092,0.0000,0.0000,0.0000
877264760,0.0947,0.6862,-9.7373,-0.0282,-0.0145,0.0910,0.0000,0.0000,0.0000
877274683,0.0955,0.6806,-9.7310,-0.0222,-0.0684,0.0841,0.0000,0.0000,0.0000
877284761,0.0947,0.6798,-9.7405,-0.0213,-0.0981,0.0776,0.0000,0.0000,0.0000
877294854,0.1019,0.6886,-9.7310,-0.0314,-0.0376,0.0717,0.0000,0.0000,0.0000
877304923,0.1019,0.6862,-9.7397,-0.0147,-0.1041,0.1441,0.0000,0.0000,0.0000
877314683,0.0955,0.6790,-9.7413,0.0018,-0.0807,0.1562,0.0000,0.0000,0.0000
877324934,0.0931,0.6798,-9.7365,-0.0217,-0.0149,0.0671,0.0000,0.0000,0.0000
877334684,0.0987,0.6814,-9.7389,-0.0039,-0.0081,0.0779,0.0000,0.0000,0.0000
877344924,0.1003,0.6814,-9.7334,0.0017,-0.0079,0.0955,0.0000,0.0000,0.0000
877354689,0.0907,0.6894,-9.7270,-0.0272,-0.0320,0.0604,0.0000,0.0000,0.0000
877364859,0.0915,0.6902,-9.7326,-0.0265,-0.0326,0.0605,0.0000,0.0000,0.0000
877374891,0.0971,0.6838,-9.7365,-0.0039,0.0408,0.1081,0.0000,0.0000,0.0000
877384757,0.1051,0.6782,-9.7302,-0.0157,-0.0074,0.0725,0.0000,0.0000,0.0000
877394867,0.1035,0.6854,-9.7365,-0.0339,-0.1277,-0.0155,0.0000,0.0000,0.0000
877404928,0.1003,0.6918,-9.7318,-0.0401,-0.1757,0.0480,0.0000,0.0000,0.0000
877414926,0.0882,0.6838,-9.7342,-0.0282,-0.1284,0.1789,0.0000,0.0000,0.0000
877424763,0.0850,0.6854,-9.7349,-0.0441,-0.0081,0.1904,0.0000,0.0000,0.0000
877434866,0.0987,0.6822,-9.7254,-0.0165,0.0164,0.1138,0.0000,0.0000,0.0000
