1.313046,2.584613,14.354136,34.729008,0.966664
1.205912,2.479565,14.638086,34.733637,1.030675
1.305573,2.662457,14.682981,34.706279,0.881059
1.333827,2.567740,14.452162,34.662937,0.936118
1.396310,2.453911,14.240219,34.717304,1.003264
1.313352,2.762923,13.677526,34.672467,0.926684
1.401830,2.667234,13.269313,34.667457,1.073049
1.437738,2.688799,12.730226,34.769792,0.926734
1.441261,2.711536,12.516630,34.734441,0.817286
1.264616,2.587126,12.494564,34.695449,0.875117
1.327221,2.561379,12.789219,34.790380,0.931070
1.458964,2.601612,13.445641,34.737274,0.842132
1.460876,2.517168,13.735114,34.809237,0.720393
1.311705,2.570867,14.106279,34.725627,0.896818
1.265670,2.481142,14.383335,34.727446,0.985869
