1690468402.9040735	-1.9	0.2	-0.3	0.3
1690468402.9050858	-1.9	0.2	-0.3	0.3
1690468402.9230373	-1.9	0.2	-0.3	0.3
1690468402.9436479	-1.9	0.2	-0.3	0.3
1690468402.9708836	-1.9	0.2	-0.3	0.3
1690468402.9836416	-1.9	0.2	-0.3	0.3
1690468403.0047657	-1.9	0.2	-0.3	0.3
1690468403.0222905	-1.9	0.2	-0.3	0.3
1690468403.0425973	-1.9	0.2	-0.3	0.3
1690468403.0639184	-1.9	0.2	-0.3	0.3
1690468403.0916388	-1.9	0.2	-0.3	0.3
1690468403.1094477	-1.9	0.2	-0.3	0.3
1690468403.1251912	-1.9	0.2	-0.3	0.3
1690468403.1448371	-1.9	0.2	-0.3	0.3
1690468403.1673641	-1.9	0.2	-0.3	0.3
1690468403.1905038	-1.9	0.2	-0.3	0.3
1690468403.204178	-1.9	0.2	-0.3	0.3
1690468403.2309918	-1.9	0.2	-0.3	0.3
1690468403.2439382	-1.9	0.2	-0.3	0.3
1690468403.2633739	-1.9	0.2	-0.3	0.3
1690468403.2876463	-1.9	0.2	-0.3	0.3
1690468403.302273	-1.9	0.2	-0.3	0.3
1690468403.3228366	-1.9	0.2	-0.3	0.3
1690468403.3467886	-1.9	0.2	-0.3	0.3
1690468403.3637242	-1.9	0.2	-0.3	0.3
1690468403.383282	-1.9	0.2	-0.3	0.3
1690468403.4048588	-1.9	0.2	-0.3	0.3
1690468403.4217541	-1.9	0.2	-0.3	0.3
1690468403.4448228	-1.9	0.2	-0.3	0.3
1690468403.4623792	-1.9	0.2	-0.3	0.3
1690468403.4877565	-1.9	0.2	-0.3	0.3
1690468403.5236838	-1.9	0.2	-0.3	0.3
1690468403.5487306	-1.9	0.2	-0.3	0.3
1690468403.5663388	-1.9	0.2	-0.3	0.3
1690468403.5883667	-1.9	0.2	-0.3	0.3
1690468403.6234624	-1.9	0.2	-0.3	0.3
1690468403.646175	-1.9	0.2	-0.3	0.3
1690468403.6638017	-1.9	0.2	-0.3	0.3
1690468403.6775272	-1.9	0.2	-0.3	0.3
1690468403.7043536	-1.9	0.2	-0.3	0.3
1690468403.7222307	-1.9	0.2	-0.3	0.3
1690468403.742295	-1.9	0.2	-0.3	0.3
1690468403.761914	-1.9	0.2	-0.3	0.3
1690468403.7852416	-1.9	0.2	-0.3	0.3
1690468403.8004096	-1.9	0.2	-0.3	0.3
1690468403.8226817	-1.9	0.2	-0.3	0.3
1690468403.8439214	-1.9	0.2	-0.3	0.3
1690468403.8617449	-1.9	0.2	-0.3	0.3
1690468403.915403	-1.9	0.2	-0.3	0.3
1690468403.915403	-1.9	0.2	-0.3	0.3
1690468403.923955	-1.9	0.2	-0.3	0.3
1690468403.9431012	-1.9	0.2	-0.3	0.3
1690468403.963272	-1.9	0.2	-0.3	0.3
1690468403.9853883	-1.9	0.2	-0.3	0.3
1690468404.0029747	-1.9	0.2	-0.3	0.3
1690468404.0221756	-1.9	0.2	-0.3	0.3
1690468404.040881	-1.9	0.2	-0.3	0.3
1690468404.0643463	-1.9	0.2	-0.3	0.3
1690468404.0824556	-1.9	0.2	-0.3	0.3
1690468404.1234791	-1.9	0.2	-0.3	0.3
