20.259096,53.414386,16.631192,4.141294,3.733174
19.948060,53.373012,16.709213,4.118834,3.719930
20.902182,53.212136,16.637153,4.102221,3.508777
19.569761,53.366985,16.843100,4.000479,3.727009
20.760092,53.483893,16.702943,3.900195,3.833809
20.159834,53.277239,16.724104,3.924322,3.876791
19.935680,53.428250,16.730091,3.910513,3.514793
20.795884,53.323407,16.643063,3.886490,3.524887
19.574297,53.298770,16.693367,3.833356,3.861624
20.686228,53.379342,16.690661,3.812514,3.825850
20.020411,53.312563,16.699979,3.825005,3.747083
20.050152,53.329240,16.676092,3.748549,3.527339
20.701396,53.356456,16.685030,3.846309,3.636763
19.606726,53.327213,16.647385,3.825920,3.859261
20.978964,53.328976,16.547425,3.819675,3.856883
19.943054,53.277447,16.796451,3.879055,3.664594
