time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
1343024079,0.6608,0.6782,-9.7174,-0.0321,-0.0202,0.0142,0.0000,0.0000,0.0000
1343034323,0.6697,0.6774,-9.7142,-0.0328,-0.0681,0.0380,0.0000,0.0000,0.0000
1343044076,0.6657,0.6790,-9.7198,-0.0153,-0.1398,0.0253,0.0000,0.0000,0.0000
1343054355,0.6528,0.6726,-9.7182,0.0132,-0.1697,0.0783,0.0000,0.0000,0.0000
1343064073,0.6432,0.6646,-9.7198,-0.0093,-0.1222,0.1738,0.0000,0.0000,0.0000
1343074143,0.6351,0.6630,-9.7206,-0.0265,0.0100,0.2153,0.0000,0.0000,0.0000
1343084070,0.6512,0.6734,-9.7102,-0.0383,0.0359,0.0476,0.0000,0.0000,0.0000
1343094141,0.6761,0.6798,-9.7158,-0.0211,-0.0306,-0.0277,0.0000,0.0000,0.0000
1343104275,0.6769,0.6822,-9.7110,-0.0044,-0.0370,0.0838,0.0000,0.0000,0.0000
1343114246,0.6632,0.6694,-9.7174,-0.0211,-0.0854,0.0901,0.0000,0.0000,0.0000
1343124245,0.6576,0.6654,-9.7246,0.0024,-0.1515,-0.0103,0.0000,0.0000,0.0000
1343134075,0.6568,0.6678,-9.7134,-0.0148,-0.1279,0.0022,0.0000,0.0000,0.0000
1343144241,0.6536,0.6766,-9.7158,-0.0260,-0.0921,0.0797,0.0000,0.0000,0.0000
1343154242,0.6616,0.6854,-9.7110,-0.0090,-0.0568,0.0970,0.0000,0.0000,0.0000
1343164144,0.6560,0.6846,-9.7142,-0.0098,-0.0745,0.0539,0.0000,0.0000,0.0000
1343174351,0.6536,0.6694,-9.7166,0.0079,-0.0860,0.0538,0.0000,0.0000,0.0000
1343184148,0.6616,0.6638,-9.7158,-0.0040,-0.0248,0.1146,0.0000,0.0000,0.0000
1343194150,0.6673,0.6782,-9.7166,-0.0391,-0.0436,0.1683,0.0000,0.0000,0.0000
1343204254,0.6616,0.6798,-9.7118,-0.0436,-0.0802,0.1622,0.0000,0.0000,0.0000
1343214150,0.6504,0.6678,-9.7142,-0.0310,-0.0683,0.1077,0.0000,0.0000,0.0000
1343224320,0.6608,0.6790,-9.7158,-0.0369,-0.0864,0.0247,0.0000,0.0000,0.0000
1343234318,0.6600,0.6854,-9.7134,-0.0317,-0.0804,0.0373,0.0000,0.0000,0.0000
1343244327,0.6592,0.6678,-9.7158,-0.0154,-0.0740,0.0959,0.0000,0.0000,0.0000
1343254150,0.6617,0.6630,-9.7190,-0.0265,-0.0922,0.1080,0.0000,0.0000,0.0000
1343264147,0.6560,0.6734,-9.7198,-0.0322,-0.0920,0.0725,0.0000,0.0000,0.0000
1343274247,0.6592,0.6726,-9.7134,-0.0322,-0.0864,0.0652,0.0000,0.0000,0.0000
1343284148,0.6552,0.6734,-9.7166,-0.0324,-0.0626,0.0893,0.0000,0.0000,0.0000
1343294081,0.6560,0.6782,-9.7150,-0.0452,-0.0259,0.1270,0.0000,0.0000,0.0000
1343304149,0.6641,0.6750,-9.7158,-0.0163,-0.0501,0.1146,0.0000,0.0000,0.0000
1343314246,0.6625,0.6782,-9.7190,-0.0152,-0.0800,0.0072,0.0000,0.0000,0.0000
1343324237,0.6520,0.6766,-9.7126,-0.0152,-0.0565,-0.0564,0.0000,0.0000,0.0000
1343334073,0.6616,0.6758,-9.7166,-0.0093,-0.0327,0.0259,0.0000,0.0000,0.0000
1343344079,0.6665,0.6758,-9.7206,-0.0154,-0.0387,0.1386,0.0000,0.0000,0.0000
1343354150,0.6625,0.6726,-9.7142,0.0015,-0.0566,0.1145,0.0000,0.0000,0.0000
1343364247,0.6576,0.6798,-9.7118,0.0073,-0.1279,0.0721,0.0000,0.0000,0.0000
1343374317,0.6488,0.6782,-9.7190,-0.0211,-0.1097,0.1204,0.0000,0.0000,0.0000
1343384257,0.6528,0.6742,-9.7182,-0.0217,-0.0255,0.0915,0.0000,0.0000,0.0000
1343394318,0.6665,0.6750,-9.7182,-0.0154,-0.0321,0.0026,0.0000,0.0000,0.0000
1343404148,0.6753,0.6774,-9.7174,-0.0265,-0.0983,0.0486,0.0000,0.0000,0.0000
1343414160,0.6552,0.6790,-9.7166,-0.0273,-0.1398,0.1313,0.0000,0.0000,0.0000
1343424323,0.6400,0.6742,-9.7182,-0.0214,-0.0746,0.0834,0.0000,0.0000,0.0000
1343434333,0.6544,0.6750,-9.7166,-0.0331,-0.0079,-0.0338,0.0000,0.0000,0.0000
1343444258,0.6721,0.6838,-9.7158,-0.0218,-0.0203,-0.0103,0.0000,0.0000,0.0000
1343454358,0.6697,0.6798,-9.7110,-0.0110,-0.0508,0.1914,0.0000,0.0000,0.0000
1343464154,0.6576,0.6678,-9.7102,-0.0281,-0.1275,0.1731,0.0000,0.0000,0.0000
1343474157,0.6472,0.6726,-9.7190,-0.0263,-0.1694,-0.0094,0.0000,0.0000,0.0000
1343484321,0.6456,0.6742,-9.7174,0.0088,-0.1161,-0.0444,0.0000,0.0000,0.0000
1343494257,0.6584,0.6734,-9.7174,-0.0152,-0.0136,0.0311,0.0000,0.0000,0.0000
1343504259,0.6633,0.6814,-9.7150,-0.0376,0.0103,0.1318,0.0000,0.0000,0.0000
