time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
587088909,0.1067,0.6534,-9.7381,0.0023,-0.1630,0.1022,0.0000,0.0000,0.0000
587099146,0.0762,0.6494,-9.7413,0.0247,-0.1278,0.1080,0.0000,0.0000,0.0000
587108912,0.1019,0.6414,-9.7350,0.0014,0.0228,0.0132,0.0000,0.0000,0.0000
587119009,0.1396,0.6510,-9.7302,-0.0442,0.0176,-0.1024,0.0000,0.0000,0.0000
587129002,0.1324,0.6558,-9.7350,0.0014,-0.1515,-0.0852,0.0000,0.0000,0.0000
587138912,0.0987,0.6494,-9.7389,0.0067,-0.1991,0.0610,0.0000,0.0000,0.0000
587149009,0.0963,0.6502,-9.7349,-0.0333,-0.1159,0.0554,0.0000,0.0000,0.0000
587159079,0.1156,0.6566,-9.7381,-0.0324,-0.0504,-0.0044,0.0000,0.0000,0.0000
587169040,0.1196,0.6598,-9.7397,-0.0038,-0.0430,0.0303,0.0000,0.0000,0.0000
587178907,0.1035,0.6566,-9.7389,0.0011,-0.0428,0.0955,0.0000,0.0000,0.0000
587188841,0.1059,0.6534,-9.7381,-0.0110,-0.0009,0.1017,0.0000,0.0000,0.0000
587198913,0.1155,0.6502,-9.7341,-0.0157,0.0050,0.0195,0.0000,0.0000,0.0000
587208843,0.1260,0.6502,-9.7342,-0.0387,-0.0499,0.0074,0.0000,0.0000,0.0000
587219086,0.1188,0.6526,-9.7310,-0.0046,-0.1639,0.0659,0.0000,0.0000,0.0000
587228839,0.1003,0.6510,-9.7405,-0.0098,-0.1694,0.0606,0.0000,0.0000,0.0000
587239092,0.0971,0.6502,-9.7405,-0.0436,-0.0622,0.0303,0.0000,0.0000,0.0000
587248839,0.1091,0.6478,-9.7381,-0.0263,0.0048,0.0360,0.0000,0.0000,0.0000
587258907,0.1196,0.6502,-9.7405,-0.0098,-0.0250,0.0601,0.0000,0.0000,0.0000
587269004,0.1179,0.6518,-9.7341,-0.0157,-0.0505,0.1021,0.0000,0.0000,0.0000
587278907,0.1011,0.6382,-9.7349,0.0127,-0.0922,0.1317,0.0000,0.0000,0.0000
587288837,0.1099,0.6350,-9.7349,-0.0100,-0.1336,0.0251,0.0000,0.0000,0.0000
587298913,0.1155,0.6478,-9.7349,-0.0260,-0.1336,-0.0394,0.0000,0.0000,0.0000
587309008,0.1131,0.6478,-9.7357,-0.0261,-0.1514,-0.0217,0.0000,0.0000,0.0000
587319043,0.1131,0.6398,-9.7397,-0.0444,-0.1512,0.0666,0.0000,0.0000,0.0000
587328913,0.1003,0.6414,-9.7413,-0.0558,-0.1215,0.1318,0.0000,0.0000,0.0000
587338843,0.0995,0.6518,-9.7341,-0.0325,-0.0622,0.1377,0.0000,0.0000,0.0000
587349081,0.1123,0.6454,-9.7325,-0.0270,0.0052,0.1200,0.0000,0.0000,0.0000
587359013,0.1220,0.6470,-9.7333,-0.0219,-0.0369,0.0791,0.0000,0.0000,0.0000
587368918,0.1164,0.6510,-9.7325,-0.0165,-0.1276,0.0253,0.0000,0.0000,0.0000
587379049,0.1051,0.6534,-9.7397,-0.0158,-0.1271,0.0729,0.0000,0.0000,0.0000
587389080,0.1075,0.6486,-9.7365,-0.0263,-0.0480,0.1739,0.0000,0.0000,0.0000
587398846,0.1083,0.6502,-9.7389,-0.0549,-0.0364,0.1015,0.0000,0.0000,0.0000
587409079,0.1132,0.6590,-9.7357,-0.0324,-0.0192,-0.0168,0.0000,0.0000,0.0000
587418838,0.1236,0.6574,-9.7310,-0.0034,-0.0328,0.0239,0.0000,0.0000,0.0000
587429086,0.1204,0.6550,-9.7389,-0.0041,-0.0926,0.1134,0.0000,0.0000,0.0000
587439045,0.1091,0.6534,-9.7389,-0.0159,-0.1161,0.1559,0.0000,0.0000,0.0000
587449084,0.1019,0.6502,-9.7421,0.0121,-0.0806,0.1684,0.0000,0.0000,0.0000
587458848,0.1107,0.6494,-9.7365,-0.0104,-0.0321,0.0735,0.0000,0.0000,0.0000
587468918,0.1179,0.6614,-9.7405,-0.0666,-0.0679,-0.0450,0.0000,0.0000,0.0000
587478844,0.1131,0.6566,-9.7421,-0.0376,-0.1099,0.0486,0.0000,0.0000,0.0000
587489015,0.0971,0.6406,-9.7405,0.0026,-0.0746,0.1618,0.0000,0.0000,0.0000
587499013,0.1051,0.6422,-9.7318,-0.0277,-0.0198,0.1264,0.0000,0.0000,0.0000
587508849,0.1172,0.6558,-9.7349,-0.0278,-0.0443,0.0666,0.0000,0.0000,0.0000
587518841,0.1091,0.6582,-9.7373,0.0013,-0.0630,0.1075,0.0000,0.0000,0.0000
587528840,0.1075,0.6478,-9.7302,-0.0046,-0.0566,0.1255,0.0000,0.0000,0.0000
587539084,0.1067,0.6486,-9.7397,-0.0333,-0.0503,0.0486,0.0000,0.0000,0.0000
587548844,0.1123,0.6518,-9.7389,-0.0392,-0.0807,0.0490,0.0000,0.0000,0.0000
587559077,0.1115,0.6382,-9.7365,-0.0157,-0.0921,0.1683,0.0000,0.0000,0.0000
587569017,0.1123,0.6438,-9.7413,-0.0379,-0.0802,0.1863,0.0000,0.0000,0.0000
587578921,0.1091,0.6502,-9.7357,-0.0333,-0.0981,0.1091,0.0000,0.0000,0.0000
587588850,0.1091,0.6478,-9.7405,-0.0218,-0.1335,0.0500,0.0000,0.0000,0.0000
587598925,0.1155,0.6502,-9.7389,-0.0385,-0.1571,0.0502,0.0000,0.0000,0.0000
587609015,0.1091,0.6518,-9.7389,-0.0552,-0.1630,0.1086,0.0000,0.0000,0.0000
587618926,0.1003,0.6446,-9.7421,-0.0276,-0.1332,0.1441,0.0000,0.0000,0.0000
587629018,0.1019,0.6430,-9.7397,-0.0217,-0.0558,0.0725,0.0000,0.0000,0.0000
587639095,0.1155,0.6574,-9.7381,-0.0447,-0.0135,0.0012,0.0000,0.0000,0.0000
587648849,0.1260,0.6582,-9.7397,-0.0212,-0.0507,0.0355,0.0000,0.0000,0.0000
587659134,0.1115,0.6454,-9.7397,-0.0104,-0.1283,0.1018,0.0000,0.0000,0.0000
587668847,0.0987,0.6438,-9.7365,-0.0404,-0.0803,0.0780,0.0000,0.0000,0.0000
587678930,0.1123,0.6534,-9.7397,-0.0455,-0.0024,0.0659,0.0000,0.0000,0.0000
587689052,0.1212,0.6566,-9.7357,-0.0381,-0.0143,0.1263,0.0000,0.0000,0.0000
587698846,0.1163,0.6550,-9.7373,-0.0152,-0.0677,0.1679,0.0000,0.0000,0.0000
587709046,0.1027,0.6502,-9.7389,-0.0044,-0.0858,0.1434,0.0000,0.0000,0.0000
587719015,0.1035,0.6478,-9.7405,-0.0103,-0.0563,0.0486,0.0000,0.0000,0.0000
587728844,0.1180,0.6446,-9.7373,-0.0324,-0.0262,0.0542,0.0000,0.0000,0.0000
587738848,0.1164,0.6438,-9.7365,-0.0322,-0.0801,0.1080,0.0000,0.0000,0.0000
587748921,0.0995,0.6502,-9.7413,-0.0328,-0.1041,0.0187,0.0000,0.0000,0.0000
587759054,0.0899,0.6558,-9.7389,-0.0100,-0.0198,0.0074,0.0000,0.0000,0.0000
587768917,0.1107,0.6470,-9.7357,0.0010,0.0653,0.0662,0.0000,0.0000,0.0000
587779053,0.1284,0.6470,-9.7373,-0.0168,0.0652,0.0608,0.0000,0.0000,0.0000
587788929,0.1284,0.6550,-9.7317,-0.0111,-0.0376,0.0962,0.0000,0.0000,0.0000
587798847,0.1147,0.6526,-9.7349,0.0010,-0.1453,0.1135,0.0000,0.0000,0.0000
587808929,0.0995,0.6510,-9.7389,-0.0270,-0.1806,0.1313,0.0000,0.0000,0.0000
587818850,0.0979,0.6550,-9.7389,-0.0381,-0.0564,0.2153,0.0000,0.0000,0.0000
587829131,0.1148,0.6574,-9.7381,-0.0322,0.0043,0.1563,0.0000,0.0000,0.0000
587838851,0.1212,0.6454,-9.7389,-0.0271,-0.0386,0.0255,0.0000,0.0000,0.0000
587848924,0.1091,0.6502,-9.7373,-0.0444,-0.0926,-0.0454,0.0000,0.0000,0.0000
587858856,0.1067,0.6526,-9.7397,-0.0328,-0.1161,0.0309,0.0000,0.0000,0.0000
587868928,0.1075,0.6502,-9.7429,-0.0331,-0.0505,0.1617,0.0000,0.0000,0.0000
587879023,0.1075,0.6494,-9.7325,-0.0496,0.0164,0.1917,0.0000,0.0000,0.0000
587888931,0.1059,0.6502,-9.7357,-0.0327,-0.0130,0.0677,0.0000,0.0000,0.0000
587899027,0.1075,0.6526,-9.7341,-0.0278,-0.0492,0.0144,0.0000,0.0000,0.0000
587909091,0.1083,0.6478,-9.7334,-0.0039,-0.0563,0.0307,0.0000,0.0000,0.0000
587918852,0.1051,0.6454,-9.7373,-0.0039,-0.0808,0.0371,0.0000,0.0000,0.0000
587929031,0.1075,0.6438,-9.7365,-0.0217,-0.1041,0.0554,0.0000,0.0000,0.0000
587939027,0.1107,0.6454,-9.7326,-0.0278,-0.0978,0.1497,0.0000,0.0000,0.0000
587948854,0.1075,0.6470,-9.7334,-0.0222,-0.0680,0.1735,0.0000,0.0000,0.0000
587958925,0.1051,0.6518,-9.7349,-0.0159,-0.0619,0.0907,0.0000,0.0000,0.0000
587969057,0.1091,0.6534,-9.7381,0.0079,-0.0386,0.0142,0.0000,0.0000,0.0000
587978929,0.1244,0.6438,-9.7334,0.0078,-0.0566,0.0428,0.0000,0.0000,0.0000
587988858,0.1212,0.6478,-9.7413,-0.0277,-0.1097,0.0905,0.0000,0.0000,0.0000
587999133,0.1051,0.6558,-9.7397,-0.0225,-0.1041,0.1147,0.0000,0.0000,0.0000
588008852,0.1003,0.6510,-9.7373,-0.0043,-0.0186,0.1380,0.0000,0.0000,0.0000
588019106,0.1171,0.6510,-9.7421,-0.0219,-0.0064,0.0301,0.0000,0.0000,0.0000
588029019,0.1163,0.6558,-9.7437,-0.0336,-0.0624,-0.0336,0.0000,0.0000,0.0000
588039092,0.0963,0.6470,-9.7365,-0.0100,-0.0619,0.0674,0.0000,0.0000,0.0000
588049020,0.1059,0.6326,-9.7334,-0.0152,-0.0315,0.1216,0.0000,0.0000,0.0000
588058935,0.1196,0.6486,-9.7342,-0.0212,-0.0195,0.0496,0.0000,0.0000,0.0000
588068853,0.1180,0.6622,-9.7310,-0.0222,-0.0984,-0.0451,0.0000,0.0000,0.0000
588078929,0.1067,0.6574,-9.7381,-0.0098,-0.1281,0.0022,0.0000,0.0000,0.0000
588089032,0.1011,0.6550,-9.7365,-0.0096,-0.0508,0.1384,0.0000,0.0000,0.0000
588099032,0.1107,0.6462,-9.7357,-0.0274,-0.0079,0.1508,0.0000,0.0000,0.0000
588109031,0.1123,0.6470,-9.7437,-0.0391,-0.0378,0.1091,0.0000,0.0000,0.0000
588118927,0.1091,0.6526,-9.7349,-0.0219,-0.0390,0.1438,0.0000,0.0000,0.0000
588128922,0.1139,0.6566,-9.7341,-0.0105,-0.0748,0.1501,0.0000,0.0000,0.0000
588138928,0.1091,0.6558,-9.7365,-0.0159,-0.0982,0.0488,0.0000,0.0000,0.0000
588149090,0.0979,0.6462,-9.7373,0.0064,-0.0920,-0.0857,0.0000,0.0000,0.0000
588159030,0.1107,0.6430,-9.7453,0.0298,-0.0921,-0.1084,0.0000,0.0000,0.0000
588169104,0.1228,0.6486,-9.7437,-0.0108,-0.0380,0.0142,0.0000,0.0000,0.0000
588178933,0.1171,0.6558,-9.7381,-0.0564,-0.0323,0.0780,0.0000,0.0000,0.0000
588189041,0.1139,0.6542,-9.7334,-0.0506,-0.1038,0.0480,0.0000,0.0000,0.0000
588198861,0.1067,0.6526,-9.7397,-0.0225,-0.1398,0.0655,0.0000,0.0000,0.0000
588208935,0.0955,0.6534,-9.7381,-0.0168,-0.0860,0.0538,0.0000,0.0000,0.0000
588219063,0.1011,0.6446,-9.7405,-0.0105,-0.0196,-0.0270,0.0000,0.0000,0.0000
588229099,0.1131,0.6494,-9.7421,-0.0039,0.0402,-0.0335,0.0000,0.0000,0.0000
588238861,0.1204,0.6614,-9.7310,-0.0212,0.0287,0.0251,0.0000,0.0000,0.0000
588249036,0.1172,0.6510,-9.7357,-0.0270,-0.0619,0.0958,0.0000,0.0000,0.0000
588258852,0.1107,0.6478,-9.7397,-0.0211,-0.0746,0.0779,0.0000,0.0000,0.0000
588269024,0.1067,0.6510,-9.7389,-0.0165,-0.0748,0.0484,0.0000,0.0000,0.0000
588279025,0.1115,0.6494,-9.7405,-0.0103,-0.0439,0.1146,0.0000,0.0000,0.0000
588288860,0.1091,0.6430,-9.7309,0.0137,-0.0499,0.1087,0.0000,0.0000,0.0000
588299028,0.1067,0.6462,-9.7333,-0.0093,-0.0378,0.0912,0.0000,0.0000,0.0000
588309100,0.1099,0.6486,-9.7334,-0.0495,-0.0317,0.1918,0.0000,0.0000,0.0000
588319099,0.1131,0.6526,-9.7365,-0.0556,-0.0203,0.1859,0.0000,0.0000,0.0000
588328933,0.1220,0.6574,-9.7326,-0.0496,-0.0866,0.1321,0.0000,0.0000,0.0000
588338931,0.1156,0.6550,-9.7413,-0.0436,-0.1633,0.1496,0.0000,0.0000,0.0000
588349034,0.0987,0.6478,-9.7381,-0.0035,-0.1452,0.0959,0.0000,0.0000,0.0000
588358935,0.0971,0.6502,-9.7302,0.0079,-0.0316,0.0311,0.0000,0.0000,0.0000
588369055,0.1132,0.6462,-9.7357,-0.0381,0.0175,0.0670,0.0000,0.0000,0.0000
588378938,0.1236,0.6422,-9.7357,-0.0385,-0.0320,0.1263,0.0000,0.0000,0.0000
588389032,0.1131,0.6438,-9.7357,-0.0211,-0.1042,0.1380,0.0000,0.0000,0.0000
588398936,0.1099,0.6566,-9.7357,-0.0098,-0.1875,0.0722,0.0000,0.0000,0.0000
588408937,0.1011,0.6566,-9.7310,0.0136,-0.1227,0.0488,0.0000,0.0000,0.0000
588419101,0.1027,0.6454,-9.7318,0.0078,-0.0687,0.0795,0.0000,0.0000,0.0000
588428940,0.1212,0.6470,-9.7437,-0.0277,-0.1160,0.0910,0.0000,0.0000,0.0000
588439148,0.1067,0.6526,-9.7429,-0.0565,-0.1398,0.1200,0.0000,0.0000,0.0000
