116.120569,10.942230,14.684935,3.406838,1.737028
115.694276,11.396502,14.786885,3.342950,2.566088
115.585692,10.788817,14.424665,2.764479,3.208272
115.457620,11.453759,14.692067,2.706210,2.678769
115.733226,11.383780,14.693878,2.409045,1.639511
116.035882,11.333450,14.880839,2.152486,1.478545
115.809938,11.796980,14.794972,2.126212,2.617038
116.303170,11.001679,14.857407,1.922241,3.255786
115.959499,11.793427,14.744062,1.843603,3.124258
116.007820,10.975673,14.878004,1.789662,2.123892
115.787294,11.629452,14.443202,2.036493,1.490522
115.923075,11.040416,14.741374,2.285252,2.631706
115.880391,11.254003,14.870324,2.755507,3.343164
115.912481,11.289057,14.806744,2.788323,3.113257
115.964464,11.286297,14.688121,3.149911,1.805309
115.706424,11.651112,14.662402,3.413572,1.362695
