LED1,LED2,LED3,LED4,LED5
27.9677964779371,11.4485996856235,46.1998890754127,26.4258772522963,14.3433380967799
27.9912812183638,11.4304864632759,46.2562825697598,26.4230910853541,14.468239142509
28.0062803979913,11.4402163736219,46.3244688224512,26.3873088752251,14.5831346941101
28.0704337449867,11.418385442853,46.3403847040564,26.3239798711689,14.4549340400287
28.104681695181,11.42438532511,46.3907239553886,26.3605683414562,14.3073472930134
28.0673027472761,11.4236863463899,46.3239116035578,26.406028398709,14.3233359546141
27.9795874936824,11.4422228356815,46.3937556998619,26.4250025341911,14.4081566894656
28.060988988124,11.3946669334264,46.4944545441373,26.3483138197607,14.3831276238692
28.035703874318,11.4113081064233,46.4737819009924,26.4367037475019,14.3231753498915
28.0398557860084,11.3977205884809,46.5134705309549,26.4448741031277,14.5224113235056
28.0384849793467,11.4295741326835,46.4048523445045,26.3701891268827,14.4553361270619
27.9731990935404,11.4463811569884,46.5121450941881,26.4539374551835,14.4660230894271
28.1012717036067,11.4594340658994,46.287198488238,26.4535046187949,14.4459530316253
28.1115186878987,11.4132742713657,46.4209152691752,26.3144656076995,14.5309869105983
28.1477935578145,11.4146974581071,46.3702382312899,26.3174806728442,14.2447247978553
28.0907774378798,11.4612059800489,46.347066158936,26.3145359794885,14.3264828117803
28.0761236601086,11.4302337036842,46.4173930715416,26.391414165314,14.3939938017915
28.3533155572392,11.4598862175264,46.5183560112704,26.534763179239,14.2319925813532
27.9635896426963,11.47316782795,46.2399037887367,26.3644464213529,14.328645777223
27.9795517835669,11.4077878599256,46.4184044076761,26.4316000468616,14.3628196449312
27.8938821215526,11.4566958026467,46.3422570282649,26.3966471185676,14.4395120183408
27.8365891077637,11.4355713964805,46.3172630323182,26.3443337173707,14.385951756761
27.8762764997368,11.4113979217252,46.2007004278392,26.408683870038,14.352978178287
27.8735614489189,11.3904920837968,46.2216892632254,26.3072070374785,14.4566102647311
27.9301800441874,11.4092167605015,46.5052243643961,26.4161003912237,14.3585202685859
27.9308629828586,11.4718952826115,46.2839269504397,26.2927619982842,14.368316283146
28.0144937210689,11.3894458511367,46.5064391885421,26.3310283880427,14.4678690527157
27.9437417768797,11.453184183036,46.3898321539186,26.3704561722295,14.3516490849641
27.9710351585147,11.4251824956426,46.3825911037531,26.363055289179,14.4323759741267
28.0500159339799,11.4640961088077,46.3364436711176,26.3046668585248,14.3945816023845
28.0065875312125,11.388750530512,46.3638075556242,26.3422966909701,14.3661889370629
28.0655997731331,11.4450218306997,46.4158781010668,26.3339623414266,14.4814191810002
28.0618772725352,11.4217441261218,46.4420836090692,26.3436023979646,14.494200538304
28.0583642556772,11.3931114222662,46.4247425760705,26.3679743445933,14.5084458154542
28.0892936497847,11.4567181021709,46.3273516831144,26.5237371036054,14.4716067240769
28.1228025096517,11.4455082253419,46.4358439207138,26.4610977579508,14.4592062126814
28.0432746487619,11.4319947005804,46.4060898787801,26.3534367674961,14.3633332330198
28.0688459284329,11.4133497721801,46.4912856529854,26.3161722515919,14.4285771533661
28.0882210627866,11.4195827885659,46.4764508081658,26.4147910855825,14.4390111026918
28.0217528395325,11.4591933929073,46.3244862041838,26.3566978892695,14.4349992120376
28.0347760602118,11.3614842942866,46.2192277329574,26.3580797963152,14.4327520692167
28.0833297902966,11.4366698144146,46.3636599363469,26.4158142230109,14.4183701309605
27.9908792924028,11.4669905336581,46.2543340279809,26.3493469946843,14.4156605116489
27.9717254889395,11.3644330011825,46.5038231925624,26.4259366206668,14.4617066828291
27.9814566364006,11.4809805574261,46.4510135379357,26.3868545811046,14.2753008137727
28.0770214667942,11.4200276933673,46.3789628170075,26.0059811277025,14.2848568617867
28.0189468912659,11.3992730843359,46.4030816686476,26.322676729717,14.458230634124
28.1078670388933,11.396231360002,46.5673845862928,26.3402830410334,14.3286306191181
28.0347474261753,11.4051020830669,46.3948862139606,26.398967425592,14.3413229353834
28.0846328634111,11.4444125733462,46.475117077618,26.4210043954844,14.4349824080755
28.0951144239327,11.4084232129572,46.3450295124129,26.377736329024,14.4370505105459
28.0844111666518,11.4545956212748,46.4399014834151,26.4385216062331,14.2615691238934
28.1258695004436,11.4393486977156,46.4034739504901,26.3785361884037,14.5090241601114
28.0886709246122,11.3892051615816,46.3016475016668,26.3299684700461,14.3454967579033
28.1600187248185,11.4338887003981,46.431802846245,26.3390377301976,14.2731697811984
28.1209064995467,11.4591730488807,46.3864774763912,26.4078535449463,14.3275632223954
28.1062869956815,11.4379784893727,46.321566777098,26.3955764803585,14.4238721801735
28.0957827912141,11.4155348409245,46.3314524676422,26.4431701954054,14.4369105152022
28.1144674892955,11.4420426704537,46.2375426701709,26.4189565203275,14.3942104162513
