LED1,LED2,LED3,LED4,LED5
8.60254295079307,1.57309137217674,28.4922866709936,13.1556164803328,36.9997647142001
8.64427181969826,1.6278160751916,28.5191736160226,13.178434773008,37.0060571057523
8.58798689476417,1.60108526375799,28.3759188308553,13.3373089249502,37.0562329300494
8.62059834779937,1.63108391224411,28.3494711243414,13.0653226592832,36.9037566040161
8.62063133382322,1.61813641245234,28.5101531359586,13.1695878106787,36.9186357280095
8.64142275831819,1.64753986613996,28.4538722955281,13.1652608700444,36.9730830763231
8.6646813640889,1.61493755906154,28.4976226510099,13.1640092409088,37.0420691234464
8.61450359835685,1.60390983780154,28.4387098172,13.1721264891895,36.9572199499325
8.63960376240475,1.67000047324938,28.4828826436574,13.3143686562208,37.0380074169158
8.67636751762955,1.53932699995598,28.3483857317548,13.175386290634,36.9542970048979
8.65312688101401,1.59057845587173,28.3933856361675,13.1599424296474,37.0685964459615
8.56158081568087,1.62125023887565,28.3891265087961,13.1343832763392,36.9739288465374
8.61300491229602,1.58662547339159,28.430944751533,13.1365565740699,36.8543023820059
8.62331735007789,1.64227993937929,28.3424980153103,13.1441333622754,36.8067307729666
8.56831027749718,1.58652721018639,28.372988896758,13.0801752782745,37.0241666797949
8.6572187986177,1.66121930266345,28.4239676445851,13.1396200235586,36.9460528023011
8.58872881884359,1.66188022816036,28.4402381612959,13.1337638766306,37.0132467579679
8.60206704329426,1.58201980262204,28.4033977527884,13.1954745032314,36.9958445299567
8.57560133369487,1.72922197265407,28.2736287570412,13.0619041042707,36.916694379619
8.5968050556987,1.65943677936541,28.2866135915895,13.0797386222956,36.9358332153069
8.56333818828686,1.56196741982491,28.4629953883306,13.1107913165475,36.9193234790371
8.64648561886298,1.62437486111959,28.3252962611634,13.1219572245726,36.9353419672872
8.61233059511002,1.57967895343246,28.4645180504385,13.0775550375365,37.0136017483527
8.57465727304155,1.48954470954272,28.4290503017316,13.0898433126821,36.8997260497393
8.56458859001622,1.64998143579108,28.5156678754865,13.2064140992746,36.9581372846706
8.57922395768274,1.58396762237022,28.3517351502296,13.1513539007374,36.9606763430406
8.63245799412019,1.63255572099374,28.4743754414804,13.2026466990262,36.978607858666
8.59604094262171,1.64813662670835,28.5088732653033,13.1072603294023,36.9823429369303
8.61925996479641,1.59848249152394,28.4069075286833,13.0184246829742,36.977800116058
8.61116290507766,1.61898868082281,28.4291508781861,13.1280257727827,36.9314599109379
8.56425253323669,1.58098363847392,28.5490817220022,13.1688847362624,37.069671802067
8.58163111883294,1.57712416916952,28.570816384827,13.0686591212489,37.0682846061402
8.63963276171,1.67405181322282,28.4545676122363,13.1406949483435,37.0656785789616
8.63453547523693,1.63054892785954,28.4215937216307,13.0808766528598,36.999060909724
8.64486269397785,1.55542849321681,28.4344509533266,13.1311167315253,36.9689404183256
8.59492124319081,1.64290214202208,28.3057468224734,13.1145347581667,36.9981492295418
8.57727913116069,1.55552509203655,28.3425546250691,13.0572789146708,36.9932611968082
8.619606867725,1.61962392042718,28.3019190443184,13.1108892742373,37.0107640162592
8.58591444464382,1.61159506040712,28.492039934875,13.2113113029936,36.8326875893326
8.64307362141948,1.52398333734607,28.4707069120235,13.2471441503294,36.996088204488
8.6893389947052,1.59189535213167,28.4279776746398,13.1352402325291,37.0462489558815
8.66233076178944,1.59125478071358,28.4054143230476,13.2245578861162,36.9850339410274
8.63551312999605,1.66629697541639,28.5710109453543,13.0770729232746,36.9775670704579
8.58590356149603,1.55596620535641,28.404240059305,13.0624858821068,37.0133005418107
8.59344981715958,1.66298180352903,28.5412077527702,13.0448135976667,36.9943592866878
8.68686574664692,1.59293189587543,28.5050798417915,13.1301379308915,36.9700493194424
8.65297717994007,1.62514306135751,28.4327908369834,13.1453428237524,36.5507022784936
8.6375127697838,1.64512258238933,28.3823488453365,13.1881859636843,37.0934241416892
8.57878061915933,1.53822806025114,28.4178841699961,13.1519428652988,36.9974278719032
8.61860802453761,1.59406704931925,28.5508660500401,13.2166578681698,36.944760739438
8.6966616982251,1.6499650909155,28.3916434239527,13.1395698866549,36.9468196297968
8.63364377925509,1.6597359881606,28.365059896389,13.231945446651,37.0009537038013
8.64319966089877,1.59935615318547,28.5010510465479,13.1105112756105,36.9846137527055
8.64241886204479,1.63906796366634,28.5495045844023,13.0598228345437,36.9298164690522
8.64656840679411,1.55176982035673,28.5665392115066,13.1371622200905,36.875488191715
8.59962296463105,1.61552778757336,28.5394073212099,13.2511877649582,36.9412602404847
