LED1,LED2,LED3,LED4,LED5
12.1801258386249,17.1529721536888,37.0107769397744,11.0890137831515,25.8688217783765
12.053071786569,17.1872480395666,36.836397992986,11.2065785631062,25.9025417805627
12.1540236442754,17.1492744232981,36.9710067230346,11.0347544348067,25.9166973727181
12.0936855774918,17.1579270838771,36.9061818994288,11.0457356380497,25.9934199593745
12.1311973510216,17.1689137035656,36.6806979123327,11.1080694423986,25.8750179331414
12.1513560729042,17.205835903736,36.592027810717,11.1215744104502,25.8158057962223
12.1840932612649,17.2177335982222,36.6042179975637,11.0271776095921,25.9008324915396
12.1613043622224,17.1327624439788,36.6159200513433,11.018508358762,25.9999723175644
12.1160859812048,17.1656948141658,36.6032518915806,11.0901851264955,25.7610793460437
12.1026950585537,17.1947115666363,36.5839203425572,11.0540466714257,25.9260326950006
12.0938830120029,17.1750652810098,36.5798509246814,11.1990880353985,26.0313712504301
12.1146333899819,17.1679141920061,36.6402557138546,11.1305791503212,25.8742985553942
12.021738600994,17.1892858694795,36.6045577657631,10.9620257940972,25.987143849577
12.0939107392874,17.1591475872091,36.5410590459797,10.9714343929162,25.850487319621
12.047079647462,17.1671819520301,36.6530832450685,10.9825775425009,25.848092388907
12.0417763329663,17.1769665693827,36.6150130496287,10.9344245316058,25.9698439011526
12.0250548718643,17.1770076408191,36.5992078871299,11.0037110538515,25.9743096155961
12.0192224967468,17.171520237939,36.6468293162183,11.0869740552135,25.8054918042553
12.0374458621316,17.1698885139123,36.6812422850309,11.0897363100678,25.9119382905289
12.023227224042,17.0782336715721,36.772641441022,11.1007931208754,25.9193419171887
12.0764463908513,17.2057783976718,36.5884039567095,11.0305823317495,25.9106621048042
12.1045999017948,17.1498742664114,36.5738751354465,11.0813501742263,25.8799821020508
12.1097825100805,17.2006597525872,36.5457129096032,10.9818883357139,26.0496326065051
12.090186362763,17.1789478864363,36.6871906378853,11.0809181783799,25.8558208258092
12.1304406061175,17.1804082882779,36.602852085658,10.9404745155225,25.8821537146245
12.1092916554751,17.1906660794719,36.7443302075354,11.0615285794643,25.8106193944002
12.0862556356539,17.232089019628,36.7244517025286,11.0742140836463,25.8984451958746
12.1161434104691,17.1820104812628,36.6637617188763,11.1071393155602,25.8736688634009
12.079106369662,17.1821047218347,36.5978198350862,11.1227753346418,25.9028114377458
12.0584611290025,17.179223471796,36.6864907492077,11.0337433136195,25.9742417276947
12.130559516879,17.1725698730691,36.6152989090612,11.1058015972114,25.9179100601732
12.0527452922725,17.1804751811621,36.821382488721,11.0736950012482,25.9137907876801
12.0677710282825,17.1962401272099,36.8946209170571,10.9977051372259,25.9327367565357
12.1367732792691,17.1518663918944,36.8844409619969,11.0342651362161,25.8988160314994
12.050169248096,17.1953686988759,36.8850314836089,11.1737450870162,25.9468216747427
12.0804278645593,17.2334273301176,36.8740605539415,10.9867712931721,25.8133478368535
12.0468182744232,17.150223922836,36.795844700283,11.1419241433961,25.7404228647333
12.0929731378386,17.1297222906375,36.8183028614152,11.025762631324,25.9623580913621
12.1332530047788,17.1184888953778,36.8440069298509,11.1809812110935,25.8807232278252
12.1343828510423,17.2028338823944,36.8670834831507,10.9614953209797,25.8118995226445
12.0861582294456,17.1377670863701,36.8912705088602,11.1541085559939,25.7425798609666
12.04095436209,17.1799873365539,36.8817725680168,11.1348052407948,25.8414167205074
12.0689578635498,17.1977484392877,36.8761733923477,11.0695586843081,25.9459973770579
12.0206494026745,17.1337684767156,36.8259835305834,10.8534350110327,25.7803111698438
12.0758806969266,17.1860964648099,36.9529675779277,11.0563965250525,25.8732771265635
12.1164792520933,17.1727279665644,36.9099383675181,11.1061256794049,26.029677534626
12.0750048733099,17.1471233655285,36.9134575097847,11.0078555152184,25.7875626420101
12.0853068179955,17.1357266088281,36.891059426908,10.9643035822274,25.8847319996627
12.0690128852919,17.1448091510228,36.8142945703167,11.1453125627945,25.9140959367709
12.0908148336309,17.2912161793025,36.822552419935,11.0993926685944,26.0477338710616
12.0167218828257,17.1387417021893,36.8670571340596,10.9812650279897,25.8156858522867
12.0881395894087,17.1708826655237,36.9091248667594,11.0085005257719,25.9784891084538
12.0860129552419,17.1697596113913,36.8446867897392,11.0425857526774,25.9054797500549
12.1473449150198,17.2408005861794,36.9308351610363,11.0792611554882,25.9658101539755
12.0792256455627,17.1402740487058,36.8836534511052,11.3118471720788,26.1029446611719
