time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
780032175,-0.1196,0.6630,-9.7389,-0.0212,-0.0317,-0.0273,0.0000,0.0000,0.0000
780042172,-0.1317,0.6622,-9.7365,-0.0211,-0.0862,0.0066,0.0000,0.0000,0.0000
780052071,-0.1381,0.6582,-9.7333,-0.0216,-0.0980,0.0486,0.0000,0.0000,0.0000
780062175,-0.1325,0.6590,-9.7389,-0.0322,-0.0381,0.1083,0.0000,0.0000,0.0000
780072000,-0.1333,0.6470,-9.7334,-0.0148,-0.0257,0.1614,0.0000,0.0000,0.0000
780082177,-0.1324,0.6478,-9.7326,-0.0496,-0.0677,0.0900,0.0000,0.0000,0.0000
780092004,-0.1308,0.6590,-9.7357,-0.0379,-0.0861,-0.0040,0.0000,0.0000,0.0000
780102069,-0.1397,0.6598,-9.7421,-0.0093,-0.0741,-0.0220,0.0000,0.0000,0.0000
780112166,-0.1365,0.6566,-9.7310,-0.0208,-0.0317,0.0121,0.0000,0.0000,0.0000
780122080,-0.1236,0.6598,-9.7326,-0.0273,0.0046,0.0838,0.0000,0.0000,0.0000
780132202,-0.1212,0.6638,-9.7310,-0.0157,-0.0443,0.1443,0.0000,0.0000,0.0000
780142074,-0.1341,0.6534,-9.7309,-0.0046,-0.1341,0.1322,0.0000,0.0000,0.0000
780152004,-0.1373,0.6510,-9.7349,0.0015,-0.1637,0.0659,0.0000,0.0000,0.0000
780162069,-0.1389,0.6590,-9.7341,-0.0206,-0.1223,-0.0851,0.0000,0.0000,0.0000
780172068,-0.1284,0.6678,-9.7318,-0.0324,-0.0691,-0.0910,0.0000,0.0000,0.0000
780182315,-0.1204,0.6678,-9.7294,-0.0167,-0.0805,0.0971,0.0000,0.0000,0.0000
780192076,-0.1268,0.6630,-9.7334,-0.0278,-0.0680,0.1917,0.0000,0.0000,0.0000
780202073,-0.1389,0.6606,-9.7365,-0.0270,-0.0376,0.1558,0.0000,0.0000,0.0000
780212180,-0.1357,0.6494,-9.7325,-0.0093,-0.0507,0.0896,0.0000,0.0000,0.0000
780222077,-0.1244,0.6542,-9.7381,-0.0260,-0.0982,0.0357,0.0000,0.0000,0.0000
780232082,-0.1357,0.6590,-9.7334,-0.0319,-0.1036,0.0955,0.0000,0.0000,0.0000
780242178,-0.1413,0.6598,-9.7334,0.0073,-0.0979,0.1076,0.0000,0.0000,0.0000
780252294,-0.1349,0.6574,-9.7381,-0.0272,-0.0865,0.0014,0.0000,0.0000,0.0000
780262004,-0.1333,0.6614,-9.7381,-0.0558,-0.0570,-0.0570,0.0000,0.0000,0.0000
780272239,-0.1333,0.6566,-9.7365,-0.0379,-0.0504,0.0301,0.0000,0.0000,0.0000
780282008,-0.1333,0.6526,-9.7389,-0.0496,-0.0492,0.0838,0.0000,0.0000,0.0000
