time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
1466206633,0.6375,0.6670,-9.7142,-0.0213,-0.0868,0.1384,0.0000,0.0000,0.0000
1466216728,0.6376,0.6758,-9.7166,-0.0333,-0.0747,0.0375,0.0000,0.0000,0.0000
1466226561,0.6376,0.6710,-9.7214,-0.0272,-0.0440,0.0492,0.0000,0.0000,0.0000
1466236730,0.6408,0.6630,-9.7222,-0.0429,0.0045,0.1263,0.0000,0.0000,0.0000
1466246552,0.6536,0.6686,-9.7174,-0.0536,-0.0140,0.1380,0.0000,0.0000,0.0000
1466256727,0.6456,0.6758,-9.7238,-0.0425,-0.1041,0.1567,0.0000,0.0000,0.0000
1466266721,0.6303,0.6742,-9.7174,-0.0369,-0.0867,0.1266,0.0000,0.0000,0.0000
1466276627,0.6376,0.6710,-9.7126,-0.0598,-0.0379,0.0727,0.0000,0.0000,0.0000
1466286728,0.6432,0.6726,-9.7246,-0.0489,-0.0440,0.0725,0.0000,0.0000,0.0000
1466296630,0.6319,0.6734,-9.7254,-0.0261,-0.0079,0.0971,0.0000,0.0000,0.0000
1466306724,0.6408,0.6702,-9.7142,-0.0322,-0.0079,0.1745,0.0000,0.0000,0.0000
1466316835,0.6480,0.6686,-9.7214,-0.0384,-0.0685,0.2326,0.0000,0.0000,0.0000
1466326560,0.6343,0.6750,-9.7206,-0.0564,-0.0616,0.1389,0.0000,0.0000,0.0000
1466336802,0.6295,0.6734,-9.7134,-0.0561,-0.0683,0.0488,0.0000,0.0000,0.0000
1466346728,0.6351,0.6662,-9.7158,-0.0322,-0.0204,-0.0217,0.0000,0.0000,0.0000
1466356623,0.6592,0.6790,-9.7062,-0.0152,0.0097,-0.0223,0.0000,0.0000,0.0000
1466366558,0.6584,0.6766,-9.7118,-0.0211,-0.0922,0.1252,0.0000,0.0000,0.0000
1466376830,0.6384,0.6694,-9.7230,-0.0268,-0.1755,0.2214,0.0000,0.0000,0.0000
