time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
311723530,0.1115,0.6990,-9.7397,-0.0450,-0.1277,-0.0161,0.0000,0.0000,0.0000
311733361,0.1115,0.6950,-9.7317,-0.0404,-0.0734,0.0779,0.0000,0.0000,0.0000
311743531,0.1172,0.6998,-9.7357,-0.0222,-0.0493,0.1201,0.0000,0.0000,0.0000
311753286,0.1212,0.7046,-9.7333,-0.0217,-0.0433,0.1143,0.0000,0.0000,0.0000
311763363,0.1156,0.6974,-9.7286,-0.0040,-0.0741,0.0783,0.0000,0.0000,0.0000
311773461,0.1132,0.6902,-9.7357,-0.0382,-0.0686,-0.0163,0.0000,0.0000,0.0000
311783289,0.1164,0.6958,-9.7341,-0.0449,-0.0140,0.0488,0.0000,0.0000,0.0000
311793447,0.1236,0.6918,-9.7317,-0.0171,-0.0504,0.1979,0.0000,0.0000,0.0000
311803290,0.1164,0.6982,-9.7389,-0.0164,-0.0860,0.1859,0.0000,0.0000,0.0000
311813460,0.1156,0.6974,-9.7294,-0.0327,-0.0799,0.0901,0.0000,0.0000,0.0000
311823460,0.1156,0.6918,-9.7341,-0.0207,-0.0980,0.0424,0.0000,0.0000,0.0000
311833285,0.1228,0.6942,-9.7342,-0.0319,-0.1100,0.0721,0.0000,0.0000,0.0000
311843524,0.1212,0.7006,-9.7262,-0.0270,-0.1279,0.1377,0.0000,0.0000,0.0000
311853360,0.0995,0.7022,-9.7397,-0.0442,-0.1575,0.1022,0.0000,0.0000,0.0000
311863290,0.0890,0.6958,-9.7365,-0.0324,-0.0251,0.0126,0.0000,0.0000,0.0000
311873460,0.1252,0.6958,-9.7278,-0.0098,0.0781,0.0247,0.0000,0.0000,0.0000
311883359,0.1437,0.6966,-9.7341,-0.0098,-0.0500,0.1014,0.0000,0.0000,0.0000
311893563,0.1123,0.7014,-9.7357,-0.0324,-0.1157,0.1493,0.0000,0.0000,0.0000
311903526,0.0987,0.6942,-9.7278,-0.0157,-0.1038,0.1083,0.0000,0.0000,0.0000
311913447,0.1204,0.6926,-9.7429,-0.0374,-0.0564,-0.0044,0.0000,0.0000,0.0000
311923358,0.1244,0.7046,-9.7421,-0.0436,0.0350,-0.0109,0.0000,0.0000,0.0000
311933466,0.1180,0.7006,-9.7278,0.0191,-0.0068,0.1142,0.0000,0.0000,0.0000
311943364,0.1156,0.6950,-9.7405,-0.0044,-0.0743,0.1621,0.0000,0.0000,0.0000
311953373,0.1131,0.6958,-9.7357,-0.0330,-0.0387,0.1500,0.0000,0.0000,0.0000
311963504,0.1180,0.7022,-9.7302,-0.0218,-0.0680,0.1017,0.0000,0.0000,0.0000
311973292,0.1204,0.6902,-9.7333,-0.0089,-0.0983,0.0951,0.0000,0.0000,0.0000
311983363,0.1252,0.6934,-9.7294,-0.0090,-0.1160,0.0888,0.0000,0.0000,0.0000
311993287,0.1043,0.7046,-9.7349,0.0070,-0.1042,0.0655,0.0000,0.0000,0.0000
312003292,0.1043,0.7022,-9.7270,0.0121,-0.0380,0.0601,0.0000,0.0000,0.0000
312013466,0.1244,0.6966,-9.7270,-0.0447,-0.0258,0.0725,0.0000,0.0000,0.0000
312023294,0.1284,0.7046,-9.7357,-0.0672,-0.0743,0.0846,0.0000,0.0000,0.0000
312033460,0.1180,0.7046,-9.7310,-0.0217,-0.0801,0.1977,0.0000,0.0000,0.0000
312043362,0.1099,0.6926,-9.7325,-0.0095,-0.1156,0.2439,0.0000,0.0000,0.0000
312053298,0.0995,0.6910,-9.7381,-0.0384,-0.0686,0.1258,0.0000,0.0000,0.0000
312063536,0.1115,0.6990,-9.7310,-0.0450,0.0339,0.0072,0.0000,0.0000,0.0000
312073289,0.1308,0.7022,-9.7349,-0.0273,-0.0257,0.0542,0.0000,0.0000,0.0000
312083528,0.1268,0.6974,-9.7397,-0.0044,-0.0498,0.1980,0.0000,0.0000,0.0000
312093382,0.1180,0.7046,-9.7286,-0.0260,-0.0859,0.2095,0.0000,0.0000,0.0000
312103540,0.1180,0.7030,-9.7326,-0.0436,-0.1397,0.1263,0.0000,0.0000,0.0000
312113467,0.1123,0.6934,-9.7318,-0.0212,-0.0745,0.0726,0.0000,0.0000,0.0000
312123470,0.1123,0.6894,-9.7326,-0.0041,-0.0445,0.0421,0.0000,0.0000,0.0000
312133368,0.1188,0.6966,-9.7397,-0.0387,-0.0445,0.0959,0.0000,0.0000,0.0000
312143370,0.1348,0.7030,-9.7302,-0.0391,-0.0323,0.1260,0.0000,0.0000,0.0000
312153569,0.1340,0.7006,-9.7317,-0.0225,-0.1392,0.0425,0.0000,0.0000,0.0000
312163290,0.1075,0.6974,-9.7373,0.0006,-0.1867,0.0193,0.0000,0.0000,0.0000
312173465,0.1003,0.6918,-9.7373,0.0074,-0.0681,0.0542,0.0000,0.0000,0.0000
312183494,0.1180,0.6854,-9.7349,-0.0312,0.0288,0.1196,0.0000,0.0000,0.0000
312193365,0.1364,0.6894,-9.7278,-0.0541,0.0050,0.0655,0.0000,0.0000,0.0000
312203296,0.1388,0.7006,-9.7270,-0.0713,-0.1688,-0.0105,0.0000,0.0000,0.0000
312213536,0.1179,0.7046,-9.7373,-0.0607,-0.2699,0.0721,0.0000,0.0000,0.0000
312223470,0.0938,0.7030,-9.7357,-0.0213,-0.1455,0.2269,0.0000,0.0000,0.0000
312233480,0.1083,0.6974,-9.7254,-0.0154,-0.0383,0.1803,0.0000,0.0000,0.0000
312243303,0.1236,0.6950,-9.7405,-0.0325,-0.0562,0.0197,0.0000,0.0000,0.0000
312253371,0.1204,0.7038,-9.7373,-0.0267,-0.0494,-0.0159,0.0000,0.0000,0.0000
312263298,0.1179,0.7038,-9.7286,-0.0208,-0.0613,0.0429,0.0000,0.0000,0.0000
312273370,0.1196,0.7006,-9.7397,-0.0208,-0.0791,0.0849,0.0000,0.0000,0.0000
312283469,0.1172,0.7022,-9.7373,-0.0154,-0.0191,0.1146,0.0000,0.0000,0.0000
312293541,0.1131,0.6902,-9.7309,-0.0035,-0.0378,0.0779,0.0000,0.0000,0.0000
312303298,0.1139,0.6902,-9.7357,-0.0433,-0.0134,-0.0104,0.0000,0.0000,0.0000
312313376,0.1244,0.7022,-9.7310,-0.0496,0.0046,0.0249,0.0000,0.0000,0.0000
312323302,0.1228,0.7062,-9.7334,-0.0387,-0.0861,0.1497,0.0000,0.0000,0.0000
312333545,0.1051,0.6958,-9.7350,-0.0390,-0.0740,0.1916,0.0000,0.0000,0.0000
312343303,0.1115,0.6966,-9.7286,-0.0569,-0.0321,0.0851,0.0000,0.0000,0.0000
312353551,0.1236,0.6966,-9.7341,-0.0341,-0.0920,-0.0334,0.0000,0.0000,0.0000
312363462,0.1260,0.6894,-9.7341,0.0123,-0.1156,-0.0400,0.0000,0.0000,0.0000
312373296,0.1059,0.6974,-9.7294,0.0073,-0.1217,0.0247,0.0000,0.0000,0.0000
312383369,0.0979,0.6998,-9.7341,-0.0209,-0.0315,0.1018,0.0000,0.0000,0.0000
312393305,0.1228,0.7054,-9.7349,-0.0387,0.0717,0.1138,0.0000,0.0000,0.0000
312403571,0.1396,0.7134,-9.7294,-0.0222,0.0397,0.0963,0.0000,0.0000,0.0000
312413471,0.1284,0.7022,-9.7334,-0.0098,-0.0748,0.1025,0.0000,0.0000,0.0000
312423372,0.1091,0.6926,-9.7381,-0.0143,-0.1514,0.1146,0.0000,0.0000,0.0000
312433504,0.1003,0.6886,-9.7397,-0.0260,-0.0799,0.1559,0.0000,0.0000,0.0000
312443381,0.1147,0.6966,-9.7373,-0.0498,0.0231,0.0904,0.0000,0.0000,0.0000
312453469,0.1332,0.7054,-9.7365,-0.0393,0.0042,0.0319,0.0000,0.0000,0.0000
312463545,0.1252,0.7030,-9.7341,-0.0214,-0.0746,0.0600,0.0000,0.0000,0.0000
312473305,0.1011,0.6982,-9.7317,-0.0267,-0.0613,0.1193,0.0000,0.0000,0.0000
312483547,0.1075,0.6886,-9.7309,-0.0209,0.0361,0.1068,0.0000,0.0000,0.0000
312493467,0.1388,0.7006,-9.7334,-0.0260,0.0291,0.0301,0.0000,0.0000,0.0000
312503583,0.1421,0.7070,-9.7349,-0.0393,-0.0743,0.0608,0.0000,0.0000,0.0000
312513296,0.1172,0.7030,-9.7341,-0.0402,-0.1518,0.1799,0.0000,0.0000,0.0000
312523378,0.0987,0.7006,-9.7318,-0.0272,-0.1341,0.1976,0.0000,0.0000,0.0000
