15.918202,8.604412,119.225581,8.695193,9.101238
16.031484,10.613462,118.953183,8.676381,8.861907
16.320493,11.159147,119.075756,8.687874,8.997805
16.027736,8.175404,118.776169,8.435656,9.129523
16.032356,11.386983,118.719052,8.526247,9.028497
15.824723,10.666412,118.913543,8.515922,8.916087
15.959074,8.635842,119.074050,8.629547,9.072916
15.908815,11.792609,118.955624,8.808140,9.363223
16.131514,9.895673,118.903540,8.796725,9.190719
16.279056,9.227848,119.040545,8.673142,9.129799
16.093733,11.739977,119.133774,8.524360,9.077468
16.338259,9.244705,119.159678,8.814123,9.052338
16.235892,9.987250,119.184916,8.853088,9.098210
16.263843,11.599942,119.257404,8.878835,9.292723
16.300761,8.594524,119.088649,8.826703,9.143813
15.955841,10.829823,118.932422,8.765073,9.048239
