18.727315,14.197431,59.527051,9.973112,12.506124
18.941631,13.619815,59.570874,10.145083,12.524513
18.892924,13.133377,59.632918,10.072291,12.384761
18.747927,14.529782,59.597201,10.086912,12.463481
18.987482,12.898886,59.429822,10.099845,12.421257
18.540162,13.455645,59.878388,10.016867,12.604375
18.880876,14.274566,59.645227,10.121035,12.618654
18.366799,12.607422,59.477320,10.196119,12.545393
18.826927,14.038510,59.622783,10.231596,12.358976
18.672752,13.660091,59.530846,10.312062,12.717709
18.649013,13.007342,59.528525,10.384359,12.762876
18.947557,14.339174,59.482999,10.221833,12.548819
18.862573,13.138748,59.302777,10.403703,12.398567
19.223232,13.349324,59.680838,10.483592,12.726249
18.557842,14.265277,59.095310,10.510091,12.658911
19.048916,12.757035,59.542282,10.412636,12.733324
