54.361436,14.645647,14.325647,3.781955,2.102867
54.378448,14.434337,14.346823,3.986620,1.935145
54.194625,14.591826,14.132647,4.139862,2.284655
54.244900,14.826419,14.217301,4.034852,2.156603
54.340462,14.616995,14.306626,4.083554,2.047265
54.282386,14.781171,14.081570,4.030786,1.991567
54.343827,14.688716,14.129744,4.017212,2.051709
54.332820,14.695051,14.232753,4.005045,1.887381
54.408403,14.772450,14.297268,4.094300,1.901585
54.249740,14.408828,14.396507,4.121081,2.137341
54.140899,14.494896,14.263075,3.988063,1.927045
54.256067,14.640444,14.105119,4.048868,2.242081
54.473386,14.491487,14.221056,4.018308,2.182023
54.241808,14.760163,14.130596,4.114556,1.842102
54.369849,14.633125,14.149561,3.968347,1.982768
