time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
1453495814,-0.1365,0.6910,-9.7302,-0.0206,-0.0740,0.0007,0.0000,0.0000,0.0000
1453505851,-0.1557,0.6870,-9.7310,-0.0152,-0.1453,0.1431,0.0000,0.0000,0.0000
1453515569,-0.1774,0.6654,-9.7318,0.0018,-0.0859,0.1917,0.0000,0.0000,0.0000
1453525864,-0.1646,0.6662,-9.7262,0.0017,-0.0260,0.0903,0.0000,0.0000,0.0000
1453535582,-0.1421,0.6766,-9.7357,-0.0158,-0.0558,0.0135,0.0000,0.0000,0.0000
1453545573,-0.1469,0.6766,-9.7349,-0.0161,-0.0797,0.0775,0.0000,0.0000,0.0000
1453555574,-0.1581,0.6766,-9.7294,-0.0396,-0.0795,0.1554,0.0000,0.0000,0.0000
1453565581,-0.1525,0.6742,-9.7334,-0.0392,-0.1096,0.1317,0.0000,0.0000,0.0000
1453575780,-0.1557,0.6742,-9.7334,-0.0227,-0.1159,0.0717,0.0000,0.0000,0.0000
1453585577,-0.1678,0.6654,-9.7333,-0.0281,-0.0740,0.1134,0.0000,0.0000,0.0000
1453595815,-0.1613,0.6686,-9.7397,-0.0390,-0.0362,0.1434,0.0000,0.0000,0.0000
1453605575,-0.1461,0.6774,-9.7349,-0.0279,-0.0065,0.0838,0.0000,0.0000,0.0000
1453615643,-0.1437,0.6798,-9.7310,0.0068,-0.0746,0.0128,0.0000,0.0000,0.0000
1453625750,-0.1549,0.6766,-9.7365,0.0019,-0.1103,0.0424,0.0000,0.0000,0.0000
1453635650,-0.1598,0.6702,-9.7334,0.0087,-0.0865,0.1139,0.0000,0.0000,0.0000
1453645748,-0.1622,0.6774,-9.7310,-0.0319,-0.0800,0.0783,0.0000,0.0000,0.0000
1453655653,-0.1549,0.6822,-9.7286,-0.0384,-0.0136,0.0665,0.0000,0.0000,0.0000
1453665649,-0.1477,0.6766,-9.7230,-0.0271,-0.0505,0.1131,0.0000,0.0000,0.0000
1453675822,-0.1477,0.6694,-9.7349,-0.0324,-0.1346,0.1135,0.0000,0.0000,0.0000
1453685816,-0.1621,0.6702,-9.7397,-0.0260,-0.1695,0.1025,0.0000,0.0000,0.0000
1453695659,-0.1597,0.6766,-9.7342,-0.0376,-0.1335,0.0659,0.0000,0.0000,0.0000
1453705652,-0.1533,0.6758,-9.7302,-0.0499,-0.1040,0.0178,0.0000,0.0000,0.0000
1453715803,-0.1589,0.6718,-9.7294,-0.0438,-0.0923,0.0589,0.0000,0.0000,0.0000
1453725654,-0.1710,0.6734,-9.7286,-0.0030,-0.0980,0.1130,0.0000,0.0000,0.0000
1453735579,-0.1630,0.6782,-9.7389,-0.0213,-0.0501,0.1437,0.0000,0.0000,0.0000
1453745861,-0.1549,0.6806,-9.7349,-0.0515,-0.0010,0.1083,0.0000,0.0000,0.0000
1453755582,-0.1565,0.6782,-9.7333,-0.0565,-0.0314,0.0722,0.0000,0.0000,0.0000
1453765582,-0.1565,0.6694,-9.7318,-0.0325,-0.0682,0.1142,0.0000,0.0000,0.0000
1453775750,-0.1638,0.6646,-9.7357,-0.0319,-0.0689,0.1197,0.0000,0.0000,0.0000
1453785814,-0.1686,0.6702,-9.7405,-0.0260,-0.0207,0.1017,0.0000,0.0000,0.0000
1453795742,-0.1581,0.6686,-9.7349,-0.0152,0.0295,0.0780,0.0000,0.0000,0.0000
1453805751,-0.1413,0.6782,-9.7302,-0.0260,-0.0061,0.0480,0.0000,0.0000,0.0000
1453815583,-0.1413,0.6774,-9.7286,-0.0148,-0.0982,0.0830,0.0000,0.0000,0.0000
1453825658,-0.1645,0.6702,-9.7341,-0.0391,-0.1337,0.0536,0.0000,0.0000,0.0000
1453835756,-0.1670,0.6718,-9.7294,-0.0332,-0.0864,0.0301,0.0000,0.0000,0.0000
1453845825,-0.1581,0.6750,-9.7318,-0.0332,-0.0508,0.0779,0.0000,0.0000,0.0000
1453855755,-0.1525,0.6742,-9.7342,-0.0387,-0.0625,0.0658,0.0000,0.0000,0.0000
1453865655,-0.1581,0.6814,-9.7302,-0.0211,-0.0682,0.0602,0.0000,0.0000,0.0000
1453875649,-0.1598,0.6782,-9.7325,0.0073,-0.0677,0.0775,0.0000,0.0000,0.0000
1453885661,-0.1573,0.6742,-9.7334,-0.0271,-0.0503,0.0422,0.0000,0.0000,0.0000
1453895759,-0.1630,0.6766,-9.7357,-0.0325,-0.0264,0.0597,0.0000,0.0000,0.0000
1453905770,-0.1581,0.6750,-9.7301,-0.0273,-0.0435,0.1018,0.0000,0.0000,0.0000
1453915760,-0.1573,0.6678,-9.7333,-0.0442,-0.0798,0.0721,0.0000,0.0000,0.0000
1453925756,-0.1597,0.6694,-9.7365,-0.0500,-0.0625,0.0602,0.0000,0.0000,0.0000
1453935659,-0.1590,0.6750,-9.7373,-0.0387,-0.0561,0.1255,0.0000,0.0000,0.0000
1453945583,-0.1654,0.6702,-9.7413,-0.0263,-0.0735,0.1080,0.0000,0.0000,0.0000
1453955652,-0.1605,0.6702,-9.7326,-0.0143,-0.0741,0.0842,0.0000,0.0000,0.0000
1453965758,-0.1549,0.6750,-9.7389,-0.0327,-0.0982,0.1200,0.0000,0.0000,0.0000
1453975832,-0.1549,0.6750,-9.7397,-0.0564,-0.1219,0.1025,0.0000,0.0000,0.0000
1453985585,-0.1614,0.6758,-9.7310,-0.0612,-0.0919,0.0963,0.0000,0.0000,0.0000
