1690455299.9115055	-0.00768	0.01449	-0.99108	0.00117	0.00677	0.00299
1690455299.9125774	-0.00768	0.01449	-0.99108	0.00117	0.00677	0.00299
1690455299.9179466	-0.00823	0.01396	-0.99183	0.0017	0.01097	0.00475
1690455299.930575	-0.00803	0.01565	-0.99135	0.00112	0.00943	0.00098
1690455299.9421604	-0.0073	0.01496	-0.99189	-0.00199	0.0082	0.00214
1690455299.9671133	-0.00728	0.01439	-0.99199	0.0007	0.00983	0.00048
1690455299.9914496	-0.00804	0.01474	-0.99091	0.00338	0.00937	0.00197
1690455300.043104	-0.00825	0.01502	-0.99189	0.0004	0.00483	0.00215
1690455300.044117	-0.00824	0.0145	-0.99122	0.00147	0.01128	0.00428
1690455300.095804	-0.00653	0.01438	-0.99055	0.00043	0.01004	0.00135
1690455300.096999	-0.00618	0.01517	-0.98976	-0.00125	0.0077	0.0011
1690455300.1103115	-0.00701	0.01516	-0.99132	0.00318	0.0072	0.0054
1690455300.1247191	-0.00669	0.01485	-0.99242	-0.00068	0.00713	8e-05
1690455300.146408	-0.00694	0.0146	-0.99159	-0.00052	0.00668	0.00474
1690455300.199155	-0.00571	0.01558	-0.98966	-0.00219	0.00764	0.00086
1690455300.2231812	-0.00575	0.01478	-0.99072	0.00132	0.00934	0.002
1690455300.2376769	-0.00714	0.01275	-0.99044	0.00061	0.00529	0.00113
1690455300.2525907	-0.00667	0.01473	-0.99062	0.00192	0.00941	0.00127
1690455300.2817435	-0.00696	0.01558	-0.99156	0.00068	0.00693	0.0025
1690455300.5051005	-0.00764	0.01598	-0.99108	0.00172	0.00852	-0.00028
1690455300.5102253	-0.00631	0.01456	-0.9903	0.00366	0.00879	0.00427
1690455300.541611	-0.00659	0.01507	-0.99082	0.00185	0.00558	0.0011
1690455300.541611	-0.00788	0.01471	-0.98992	0.00023	0.01018	0.00224
1690455300.562304	-0.00784	0.01429	-0.98996	0.00206	0.00592	0.00286
1690455300.581246	-0.00716	0.01512	-0.99223	0.00012	0.00594	0.00228
1690455300.6366515	-0.00746	0.01371	-0.99156	0.00221	0.00632	0.00543
1690455300.6400073	-0.00793	0.0127	-0.99138	0.00235	0.00586	0.00066
1690455300.6614716	-0.00711	0.015	-0.9921	0.00081	0.0099	-1e-05
1690455300.700215	-0.0061	0.01382	-0.9923	-0.00198	0.01032	0.0042
1690455300.739984	-0.00587	0.0142	-0.99254	0.00174	0.00926	0.00088
1690455300.7627494	-0.00674	0.01526	-0.99318	0.00133	0.00597	0.00287
1690455300.770026	-0.00805	0.01328	-0.99358	0.00073	0.00914	0.00493
1690455300.7840023	-0.00879	0.0135	-0.99043	0.00106	0.00719	0.00203
1690455300.8114176	-0.00775	0.01391	-0.99098	0.00122	0.00691	0.00215
1690455300.85228	-0.00712	0.01247	-0.99233	-0.00051	0.00997	0.00191
1690455300.8534276	-0.00641	0.01477	-0.99119	4e-05	0.00837	3e-05
1690455300.8665853	-0.00679	0.01485	-0.99103	-0.00102	0.00824	0.00192
1690455300.89146	-0.0068	0.01439	-0.99244	0.00189	0.00673	0.00512
1690455300.9162457	-0.00724	0.0147	-0.99217	-0.00094	0.00814	0.00317
1690455300.9283612	-0.00731	0.01579	-0.99253	3e-05	0.00752	0.0009
1690455300.9525516	-0.00711	0.01481	-0.99246	0.00143	0.00953	0.00213
1690455300.9648068	-0.00639	0.0142	-0.99131	0.00195	0.0104	0.0023
1690455301.007651	-0.00696	0.01372	-0.99077	0.00114	0.00752	0.00366
1690455301.0132165	-0.00781	0.01433	-0.9924	0.00314	0.00586	0.00432
1690455301.024366	-0.00695	0.01479	-0.99233	0.00109	0.00548	0.00281
1690455301.0501788	-0.00831	0.01356	-0.99245	0.00275	0.00751	0.00212
1690455301.0681672	-0.00784	0.01444	-0.99188	0.0007	0.00713	9e-05
1690455301.101281	-0.00779	0.01473	-0.99097	0.00219	0.00552	0.0025
1690455301.1035128	-0.00781	0.01524	-0.99218	0.00128	0.00838	0.00469
1690455301.1279597	-0.0062	0.01492	-0.99186	0.00227	0.00906	0.00223
1690455301.160209	-0.00597	0.01442	-0.99188	0.00224	0.01076	0.0013
1690455301.1857877	-0.00706	0.01532	-0.99251	0.00195	0.00719	0.00384
1690455301.201486	-0.00552	0.01503	-0.99126	0.00172	0.0063	0.00014
1690455301.2236607	-0.00569	0.01491	-0.9919	0.00098	0.00812	0.0045
1690455301.2405374	-0.00773	0.01496	-0.9925	0.00209	0.00988	0.0025
1690455301.259391	-0.00707	0.01558	-0.99395	1e-05	0.00669	0.00331
1690455301.2807279	-0.00705	0.01415	-0.99447	-0.00026	0.0106	0.00131
1690455301.3039813	-0.00601	0.01373	-0.99327	0.00247	0.01126	0.00401
1690455301.323513	-0.0058	0.01432	-0.99118	0.0016	0.0099	0.00313
1690455301.3574383	-0.00679	0.01476	-0.9914	0.00339	0.00911	0.00588
1690455301.3613198	-0.00695	0.01546	-0.99067	0.00149	0.00728	0.00326
1690455301.4000974	-0.00785	0.0148	-0.99117	0.00224	0.00807	0.00477
1690455301.4013731	-0.00785	0.0148	-0.99117	0.00224	0.00807	0.00477
1690455301.430155	-0.00697	0.01554	-0.9922	0.00046	0.00795	0.0049
1690455301.4465408	-0.00688	0.01426	-0.99356	0.00204	0.00979	0.00267
