26.274483,45.455320,15.031632,3.763503,5.497161
26.535583,45.678031,14.979253,3.711260,5.329439
26.993685,45.708402,14.986180,3.705743,5.393719
26.956220,45.631476,14.982884,3.741718,5.205621
26.514400,45.621619,15.017757,3.663927,4.780898
26.213965,45.475114,15.068569,3.756721,5.524122
26.569206,45.553712,15.149806,3.755796,5.309253
26.964750,45.743310,15.162634,3.691582,5.333880
26.936637,45.568753,15.127275,3.777698,5.371479
26.496050,45.704341,14.978869,3.683092,5.222908
26.281033,45.672265,15.075824,3.677406,5.108130
26.574743,45.548125,15.113099,3.758103,5.328635
26.968594,45.684000,15.036471,3.738004,5.254350
27.024608,45.559274,14.945023,3.744425,5.445102
26.549320,45.729411,15.055035,3.713265,5.380283
