3.589012,12.991266,29.692098,12.057203,12.559777
3.564156,12.638651,29.612532,12.116382,12.604152
3.422625,12.224280,29.523999,11.948472,12.673664
3.360332,12.961772,29.748377,12.048795,12.513634
3.201865,13.006708,29.682553,12.027873,12.484021
3.455919,12.593551,29.288300,12.242210,12.631194
3.231045,12.310978,29.336510,12.007240,12.935374
3.599841,13.070887,29.789470,12.049899,12.652640
2.878835,13.022919,29.846518,11.766172,12.513620
3.398251,12.491917,29.559846,12.007102,12.543411
3.223419,12.585568,29.549816,12.195090,12.630455
3.253119,12.844776,29.816058,11.984369,12.303831
