time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
3262132748,-0.1878,0.6534,-9.7349,-0.0211,-0.0074,0.0484,0.0000,0.0000,0.0000
3262142926,-0.1846,0.6622,-9.7286,-0.0386,-0.0686,-0.0392,0.0000,0.0000,0.0000
3262152929,-0.1934,0.6694,-9.7357,-0.0277,-0.1102,0.0245,0.0000,0.0000,0.0000
3262162761,-0.2031,0.6670,-9.7333,0.0017,-0.0863,0.0249,0.0000,0.0000,0.0000
3262172928,-0.1950,0.6622,-9.7309,0.0009,-0.0380,-0.0334,0.0000,0.0000,0.0000
3262182994,-0.1806,0.6622,-9.7317,-0.0276,-0.0372,0.0307,0.0000,0.0000,0.0000
3262192997,-0.1766,0.6670,-9.7357,-0.0270,-0.0860,0.0834,0.0000,0.0000,0.0000
3262202818,-0.1926,0.6590,-9.7333,-0.0034,-0.1635,0.1551,0.0000,0.0000,0.0000
3262212822,-0.2087,0.6566,-9.7421,-0.0147,-0.1335,0.1614,0.0000,0.0000,0.0000
3262222825,-0.2015,0.6614,-9.7349,-0.0265,-0.0558,0.0536,0.0000,0.0000,0.0000
3262232835,-0.1983,0.6574,-9.7333,-0.0442,0.0050,0.0546,0.0000,0.0000,0.0000
3262243041,-0.1902,0.6526,-9.7294,-0.0330,0.0242,0.1208,0.0000,0.0000,0.0000
3262252830,-0.1806,0.6582,-9.7349,-0.0034,-0.0497,0.1263,0.0000,0.0000,0.0000
3262262827,-0.1846,0.6654,-9.7349,0.0026,-0.1217,0.1201,0.0000,0.0000,0.0000
3262272752,-0.2007,0.6582,-9.7325,0.0073,-0.1222,0.1259,0.0000,0.0000,0.0000
3262282836,-0.2063,0.6534,-9.7365,0.0077,-0.0505,0.0955,0.0000,0.0000,0.0000
3262292925,-0.1926,0.6582,-9.7302,-0.0036,0.0233,0.1255,0.0000,0.0000,0.0000
3262302829,-0.1766,0.6566,-9.7318,-0.0268,-0.0127,0.1438,0.0000,0.0000,0.0000
3262312929,-0.1798,0.6622,-9.7342,-0.0379,-0.1038,0.1134,0.0000,0.0000,0.0000
3262322760,-0.1926,0.6646,-9.7310,-0.0207,-0.1396,0.1434,0.0000,0.0000,0.0000
3262332755,-0.2031,0.6590,-9.7405,-0.0154,-0.0624,0.1804,0.0000,0.0000,0.0000
3262342755,-0.2015,0.6534,-9.7357,-0.0105,-0.0136,0.1317,0.0000,0.0000,0.0000
3262352761,-0.1942,0.6558,-9.7365,-0.0276,-0.0375,0.0245,0.0000,0.0000,0.0000
3262363034,-0.1886,0.6566,-9.7389,-0.0328,-0.0682,0.0661,0.0000,0.0000,0.0000
3262372923,-0.1934,0.6534,-9.7349,-0.0262,-0.0569,0.1671,0.0000,0.0000,0.0000
3262382930,-0.1999,0.6542,-9.7357,-0.0315,-0.0866,0.1729,0.0000,0.0000,0.0000
3262392833,-0.1959,0.6654,-9.7389,-0.0445,-0.0626,0.0780,0.0000,0.0000,0.0000
3262402937,-0.1862,0.6670,-9.7326,-0.0553,-0.0316,0.1321,0.0000,0.0000,0.0000
3262412931,-0.1838,0.6558,-9.7294,-0.0271,-0.0793,0.2037,0.0000,0.0000,0.0000
3262422839,-0.1894,0.6502,-9.7270,-0.0265,-0.1214,0.1196,0.0000,0.0000,0.0000
3262433032,-0.1926,0.6590,-9.7294,-0.0319,-0.1452,0.0135,0.0000,0.0000,0.0000
3262442845,-0.1991,0.6630,-9.7365,-0.0333,-0.1692,0.0904,0.0000,0.0000,0.0000
3262453003,-0.2127,0.6574,-9.7365,-0.0168,-0.1099,0.1497,0.0000,0.0000,0.0000
3262463047,-0.2087,0.6566,-9.7325,-0.0336,-0.0321,0.0311,0.0000,0.0000,0.0000
3262472831,-0.1910,0.6622,-9.7325,-0.0564,-0.0144,-0.0906,0.0000,0.0000,0.0000
3262482755,-0.1814,0.6646,-9.7349,-0.0261,-0.0271,-0.0166,0.0000,0.0000,0.0000
3262493001,-0.1894,0.6574,-9.7333,-0.0148,-0.0684,0.1252,0.0000,0.0000,0.0000
3262502937,-0.1998,0.6582,-9.7373,-0.0445,-0.0679,0.1434,0.0000,0.0000,0.0000
3262512936,-0.1966,0.6614,-9.7302,-0.0325,-0.0266,0.0725,0.0000,0.0000,0.0000
3262522759,-0.1918,0.6614,-9.7333,-0.0206,-0.0270,0.0438,0.0000,0.0000,0.0000
3262532937,-0.1950,0.6558,-9.7278,-0.0204,-0.0142,0.0251,0.0000,0.0000,0.0000
3262542756,-0.1854,0.6534,-9.7262,-0.0263,-0.0147,0.0721,0.0000,0.0000,0.0000
3262552842,-0.1830,0.6526,-9.7326,-0.0612,-0.1033,0.1083,0.0000,0.0000,0.0000
3262562768,-0.2095,0.6558,-9.7373,-0.0783,-0.1331,0.0900,0.0000,0.0000,0.0000
3262572941,-0.2175,0.6606,-9.7373,-0.0442,-0.0447,0.0476,0.0000,0.0000,0.0000
3262582940,-0.1958,0.6630,-9.7389,-0.0555,0.0710,0.0777,0.0000,0.0000,0.0000
3262592839,-0.1814,0.6638,-9.7349,-0.0325,0.0408,0.0480,0.0000,0.0000,0.0000
3262602837,-0.1798,0.6630,-9.7302,-0.0153,-0.0628,0.0062,0.0000,0.0000,0.0000
3262612841,-0.1886,0.6598,-9.7341,-0.0159,-0.0749,0.1138,0.0000,0.0000,0.0000
3262622833,-0.1934,0.6558,-9.7294,-0.0213,-0.0626,0.1616,0.0000,0.0000,0.0000
3262633012,-0.1870,0.6622,-9.7326,-0.0148,-0.0803,0.0297,0.0000,0.0000,0.0000
3262643005,-0.1902,0.6702,-9.7341,-0.0211,-0.1101,0.0301,0.0000,0.0000,0.0000
3262652846,-0.2031,0.6558,-9.7301,-0.0222,-0.0442,0.1318,0.0000,0.0000,0.0000
3262662842,-0.1926,0.6494,-9.7325,-0.0567,0.0040,0.1205,0.0000,0.0000,0.0000
3262672768,-0.1750,0.6622,-9.7357,-0.0791,-0.0503,0.0841,0.0000,0.0000,0.0000
3262683035,-0.1910,0.6686,-9.7357,-0.0385,-0.1100,0.1372,0.0000,0.0000,0.0000
3262692857,-0.2063,0.6566,-9.7278,-0.0091,-0.0508,0.1973,0.0000,0.0000,0.0000
3262702840,-0.1838,0.6510,-9.7333,-0.0267,-0.0629,0.0768,0.0000,0.0000,0.0000
3262712970,-0.1806,0.6622,-9.7445,-0.0375,-0.1217,-0.0163,0.0000,0.0000,0.0000
3262722838,-0.2063,0.6566,-9.7317,-0.0085,-0.1277,0.1135,0.0000,0.0000,0.0000
3262732767,-0.2047,0.6478,-9.7357,-0.0312,-0.0554,0.1738,0.0000,0.0000,0.0000
3262743004,-0.1838,0.6638,-9.7341,-0.0376,0.0653,0.1022,0.0000,0.0000,0.0000
3262752930,-0.1790,0.6686,-9.7262,-0.0103,-0.0085,0.1018,0.0000,0.0000,0.0000
3262762937,-0.1846,0.6558,-9.7342,0.0131,-0.1695,0.1075,0.0000,0.0000,0.0000
3262772936,-0.2039,0.6558,-9.7397,-0.0147,-0.1692,0.0901,0.0000,0.0000,0.0000
3262782947,-0.2095,0.6630,-9.7310,-0.0273,-0.0796,0.1139,0.0000,0.0000,0.0000
3262792841,-0.1886,0.6534,-9.7333,-0.0335,-0.0558,0.1266,0.0000,0.0000,0.0000
3262803049,-0.1870,0.6558,-9.7373,-0.0328,-0.0621,0.0783,0.0000,0.0000,0.0000
3262812840,-0.1950,0.6566,-9.7270,-0.0153,-0.1100,0.0659,0.0000,0.0000,0.0000
3262822841,-0.1886,0.6558,-9.7373,-0.0098,-0.1633,0.0377,0.0000,0.0000,0.0000
3262833006,-0.1918,0.6622,-9.7405,-0.0268,-0.1279,0.0548,0.0000,0.0000,0.0000
3262842845,-0.2023,0.6646,-9.7333,-0.0098,-0.0922,0.0721,0.0000,0.0000,0.0000
3262853046,-0.1894,0.6662,-9.7397,-0.0159,-0.0204,0.1255,0.0000,0.0000,0.0000
3262862763,-0.1838,0.6630,-9.7349,-0.0152,0.0106,0.1968,0.0000,0.0000,0.0000
3262872767,-0.1991,0.6550,-9.7381,-0.0090,-0.0499,0.1196,0.0000,0.0000,0.0000
3262882762,-0.1982,0.6582,-9.7365,-0.0378,-0.0865,0.0436,0.0000,0.0000,0.0000
3262892776,-0.1926,0.6654,-9.7421,-0.0441,-0.0566,0.1142,0.0000,0.0000,0.0000
3262902972,-0.2014,0.6614,-9.7341,-0.0274,-0.0072,0.1796,0.0000,0.0000,0.0000
3262912773,-0.1958,0.6558,-9.7278,-0.0336,0.0173,0.1138,0.0000,0.0000,0.0000
3262922938,-0.1798,0.6614,-9.7349,-0.0265,-0.0505,0.0181,0.0000,0.0000,0.0000
3262932836,-0.1870,0.6630,-9.7341,-0.0201,-0.1042,0.0656,0.0000,0.0000,0.0000
3262942770,-0.2039,0.6550,-9.7325,-0.0147,-0.0802,0.1548,0.0000,0.0000,0.0000
3262952841,-0.1966,0.6590,-9.7357,-0.0260,-0.0448,0.1010,0.0000,0.0000,0.0000
3262962839,-0.1902,0.6670,-9.7342,-0.0201,-0.0012,0.0593,0.0000,0.0000,0.0000
3262973042,-0.1902,0.6606,-9.7278,-0.0142,-0.0193,0.1255,0.0000,0.0000,0.0000
3262982837,-0.1894,0.6470,-9.7365,-0.0211,-0.0564,0.1383,0.0000,0.0000,0.0000
3262993009,-0.1910,0.6518,-9.7357,-0.0444,-0.0622,0.0966,0.0000,0.0000,0.0000
3263002846,-0.1974,0.6574,-9.7341,-0.0261,-0.1159,0.1083,0.0000,0.0000,0.0000
3263012845,-0.1982,0.6598,-9.7413,-0.0369,-0.0744,0.1013,0.0000,0.0000,0.0000
3263022984,-0.1886,0.6630,-9.7333,-0.0322,-0.0131,0.0772,0.0000,0.0000,0.0000
3263032850,-0.1878,0.6582,-9.7365,-0.0279,-0.0746,0.0955,0.0000,0.0000,0.0000
3263043017,-0.2031,0.6550,-9.7365,-0.0396,-0.0806,0.0534,0.0000,0.0000,0.0000
3263053020,-0.2031,0.6542,-9.7326,-0.0561,-0.0018,0.0424,0.0000,0.0000,0.0000
3263062771,-0.1806,0.6574,-9.7373,-0.0435,0.0173,0.0542,0.0000,0.0000,0.0000
3263072943,-0.1798,0.6646,-9.7381,-0.0261,-0.0253,0.0598,0.0000,0.0000,0.0000
3263082938,-0.1975,0.6582,-9.7294,-0.0211,-0.0677,0.1075,0.0000,0.0000,0.0000
3263092942,-0.1918,0.6518,-9.7349,-0.0222,-0.0445,0.0665,0.0000,0.0000,0.0000
3263102776,-0.1910,0.6590,-9.7381,-0.0273,-0.0323,0.0369,0.0000,0.0000,0.0000
3263112940,-0.1966,0.6614,-9.7302,-0.0152,-0.0381,0.0600,0.0000,0.0000,0.0000
3263122772,-0.1910,0.6582,-9.7373,-0.0090,-0.0626,0.1197,0.0000,0.0000,0.0000
3263132767,-0.2015,0.6542,-9.7389,-0.0152,-0.0566,0.1614,0.0000,0.0000,0.0000
3263143006,-0.2007,0.6542,-9.7310,-0.0378,-0.0319,0.1071,0.0000,0.0000,0.0000
3263152845,-0.1862,0.6590,-9.7373,-0.0271,-0.0916,0.0600,0.0000,0.0000,0.0000
3263162950,-0.1958,0.6622,-9.7325,-0.0154,-0.1098,0.0425,0.0000,0.0000,0.0000
3263172841,-0.2039,0.6542,-9.7309,0.0016,-0.0857,0.0837,0.0000,0.0000,0.0000
3263182950,-0.1951,0.6502,-9.7357,0.0015,-0.0619,0.0958,0.0000,0.0000,0.0000
3263192950,-0.1926,0.6582,-9.7342,-0.0154,-0.0616,0.0247,0.0000,0.0000,0.0000
3263202849,-0.1990,0.6686,-9.7317,-0.0157,-0.0803,-0.0395,0.0000,0.0000,0.0000
3263212850,-0.1990,0.6638,-9.7357,-0.0157,-0.0624,0.0245,0.0000,0.0000,0.0000
3263222855,-0.1942,0.6582,-9.7397,-0.0271,0.0228,0.1142,0.0000,0.0000,0.0000
3263233025,-0.1766,0.6566,-9.7341,-0.0332,-0.0081,0.1196,0.0000,0.0000,0.0000
3263243024,-0.1822,0.6590,-9.7373,-0.0439,-0.0808,0.0655,0.0000,0.0000,0.0000
3263252779,-0.1894,0.6694,-9.7278,-0.0384,-0.1041,0.0191,0.0000,0.0000,0.0000
3263262848,-0.1934,0.6566,-9.7317,-0.0211,-0.0861,0.1796,0.0000,0.0000,0.0000
3263272943,-0.2031,0.6446,-9.7413,-0.0378,-0.0323,0.1793,0.0000,0.0000,0.0000
3263282850,-0.1942,0.6558,-9.7254,-0.0447,-0.0445,-0.0278,0.0000,0.0000,0.0000
3263292945,-0.1846,0.6654,-9.7349,-0.0150,-0.1694,-0.0855,0.0000,0.0000,0.0000
3263303048,-0.1951,0.6686,-9.7381,-0.0085,-0.1398,0.0060,0.0000,0.0000,0.0000
3263312946,-0.2079,0.6598,-9.7286,-0.0039,-0.0260,0.1856,0.0000,0.0000,0.0000
3263322777,-0.1958,0.6502,-9.7365,0.0069,0.0162,0.1317,0.0000,0.0000,0.0000
3263332947,-0.1854,0.6646,-9.7349,-0.0328,0.0349,-0.0676,0.0000,0.0000,0.0000
3263342847,-0.1838,0.6702,-9.7270,-0.0390,-0.0437,0.0016,0.0000,0.0000,0.0000
3263352848,-0.1822,0.6494,-9.7373,0.0014,-0.1455,0.1555,0.0000,0.0000,0.0000
3263362991,-0.2007,0.6494,-9.7397,-0.0282,-0.1277,0.0831,0.0000,0.0000,0.0000
3263372960,-0.2031,0.6574,-9.7333,-0.0444,-0.0922,0.0355,0.0000,0.0000,0.0000
3263382849,-0.1926,0.6598,-9.7453,-0.0098,-0.1047,0.0424,0.0000,0.0000,0.0000
3263392956,-0.1990,0.6686,-9.7349,-0.0152,-0.0320,0.0900,0.0000,0.0000,0.0000
3263402852,-0.1910,0.6598,-9.7254,-0.0255,-0.0317,0.1255,0.0000,0.0000,0.0000
3263413024,-0.1822,0.6566,-9.7357,-0.0430,-0.0378,0.0534,0.0000,0.0000,0.0000
3263423029,-0.1846,0.6646,-9.7238,-0.0393,-0.0130,0.0365,0.0000,0.0000,0.0000
3263432863,-0.1918,0.6590,-9.7294,-0.0224,-0.0793,0.1142,0.0000,0.0000,0.0000
3263442953,-0.1958,0.6542,-9.7397,-0.0275,-0.0680,0.1017,0.0000,0.0000,0.0000
3263452849,-0.1878,0.6654,-9.7270,-0.0384,-0.0506,0.0544,0.0000,0.0000,0.0000
3263462945,-0.1774,0.6606,-9.7333,-0.0213,-0.1336,0.1082,0.0000,0.0000,0.0000
3263472850,-0.1958,0.6566,-9.7381,0.0068,-0.1042,0.1500,0.0000,0.0000,0.0000
3263482785,-0.2111,0.6598,-9.7278,-0.0272,-0.0569,0.1682,0.0000,0.0000,0.0000
3263492960,-0.1942,0.6566,-9.7333,-0.0325,-0.0747,0.1320,0.0000,0.0000,0.0000
3263502787,-0.1966,0.6678,-9.7397,-0.0150,0.0464,0.0359,0.0000,0.0000,0.0000
3263513062,-0.1998,0.6622,-9.7246,0.0132,0.0655,0.1131,0.0000,0.0000,0.0000
3263522782,-0.1894,0.6478,-9.7365,0.0016,0.0291,0.1555,0.0000,0.0000,0.0000
3263532960,-0.1846,0.6598,-9.7341,-0.0265,0.0109,0.0901,0.0000,0.0000,0.0000
3263542855,-0.1894,0.6606,-9.7317,-0.0390,-0.1456,0.0247,0.0000,0.0000,0.0000
3263552852,-0.1870,0.6622,-9.7469,-0.0333,-0.1932,-0.0218,0.0000,0.0000,0.0000
3263562968,-0.2031,0.6662,-9.7341,-0.0441,-0.0741,0.0834,0.0000,0.0000,0.0000
3263572857,-0.2015,0.6542,-9.7302,-0.0268,-0.0437,0.1971,0.0000,0.0000,0.0000
3263583064,-0.1854,0.6518,-9.7381,-0.0328,0.0166,0.1737,0.0000,0.0000,0.0000
3263592860,-0.1934,0.6598,-9.7278,-0.0384,-0.0080,0.1016,0.0000,0.0000,0.0000
3263602863,-0.1942,0.6606,-9.7294,-0.0276,-0.1156,0.0424,0.0000,0.0000,0.0000
3263612957,-0.1902,0.6566,-9.7381,-0.0212,-0.1218,0.0185,0.0000,0.0000,0.0000
3263622861,-0.1942,0.6654,-9.7365,-0.0257,-0.0803,0.0606,0.0000,0.0000,0.0000
3263632984,-0.1959,0.6566,-9.7349,-0.0030,-0.0675,0.1327,0.0000,0.0000,0.0000
3263642958,-0.1886,0.6598,-9.7349,-0.0328,-0.0129,0.0900,0.0000,0.0000,0.0000
3263652792,-0.1814,0.6702,-9.7294,-0.0501,-0.0391,0.0414,0.0000,0.0000,0.0000
3263662784,-0.1918,0.6590,-9.7429,-0.0157,-0.1043,0.1314,0.0000,0.0000,0.0000
3263672950,-0.2095,0.6470,-9.7381,0.0363,-0.0507,0.2156,0.0000,0.0000,0.0000
3263682951,-0.1990,0.6494,-9.7325,0.0082,0.0104,0.1439,0.0000,0.0000,0.0000
3263692785,-0.1718,0.6646,-9.7357,-0.0369,-0.0256,0.0600,0.0000,0.0000,0.0000
3263703050,-0.1758,0.6654,-9.7334,-0.0428,-0.0981,0.1021,0.0000,0.0000,0.0000
3263712788,-0.2055,0.6566,-9.7405,-0.0213,-0.1688,0.0834,0.0000,0.0000,0.0000
3263722864,-0.2063,0.6558,-9.7405,-0.0330,-0.0740,0.0538,0.0000,0.0000,0.0000
3263732856,-0.1902,0.6582,-9.7342,-0.0384,0.0162,0.1556,0.0000,0.0000,0.0000
3263742862,-0.1846,0.6510,-9.7349,-0.0438,-0.0189,0.1731,0.0000,0.0000,0.0000
3263753025,-0.1926,0.6590,-9.7325,-0.0090,-0.0855,0.1080,0.0000,0.0000,0.0000
3263762866,-0.1990,0.6654,-9.7341,0.0135,-0.0978,0.1083,0.0000,0.0000,0.0000
3263772967,-0.1950,0.6606,-9.7381,-0.0208,-0.0553,0.1266,0.0000,0.0000,0.0000
3263782872,-0.1918,0.6526,-9.7317,-0.0495,-0.0430,0.0963,0.0000,0.0000,0.0000
3263792865,-0.1894,0.6550,-9.7333,-0.0547,-0.0802,0.0241,0.0000,0.0000,0.0000
3263802953,-0.1902,0.6670,-9.7349,-0.0433,-0.0919,0.0301,0.0000,0.0000,0.0000
3263812869,-0.1966,0.6630,-9.7373,-0.0498,-0.0622,0.1731,0.0000,0.0000,0.0000
3263822961,-0.1942,0.6534,-9.7357,-0.0150,-0.0674,0.1731,0.0000,0.0000,0.0000
3263832796,-0.1878,0.6566,-9.7333,-0.0375,-0.0854,0.0191,0.0000,0.0000,0.0000
3263842961,-0.1846,0.6614,-9.7286,-0.0318,-0.1156,-0.0106,0.0000,0.0000,0.0000
3263852958,-0.1966,0.6582,-9.7357,-0.0089,-0.0983,0.0956,0.0000,0.0000,0.0000
3263862789,-0.2007,0.6542,-9.7294,-0.0149,-0.0195,0.1496,0.0000,0.0000,0.0000
3263872786,-0.1814,0.6590,-9.7262,-0.0331,-0.0257,0.0598,0.0000,0.0000,0.0000
3263882792,-0.1758,0.6686,-9.7333,-0.0279,-0.1102,0.0066,0.0000,0.0000,0.0000
3263893066,-0.1975,0.6678,-9.7317,-0.0327,-0.0984,0.1079,0.0000,0.0000,0.0000
3263902960,-0.2055,0.6558,-9.7326,-0.0153,-0.0083,0.1738,0.0000,0.0000,0.0000
3263913029,-0.1918,0.6542,-9.7349,-0.0428,0.0723,0.1493,0.0000,0.0000,0.0000
3263923063,-0.1894,0.6574,-9.7294,-0.0484,0.0120,0.1376,0.0000,0.0000,0.0000
3263932865,-0.1950,0.6518,-9.7349,-0.0435,-0.0804,0.0959,0.0000,0.0000,0.0000
3263942865,-0.1998,0.6566,-9.7357,-0.0319,-0.0923,0.0128,0.0000,0.0000,0.0000
3263953035,-0.1998,0.6670,-9.7286,-0.0376,-0.0016,-0.0161,0.0000,0.0000,0.0000
3263962958,-0.1846,0.6630,-9.7302,-0.0211,-0.0071,0.0488,0.0000,0.0000,0.0000
3263972971,-0.1878,0.6542,-9.7413,-0.0435,-0.0429,0.1376,0.0000,0.0000,0.0000
3263982968,-0.2015,0.6558,-9.7326,-0.0484,-0.0793,0.1076,0.0000,0.0000,0.0000
3263992864,-0.1934,0.6606,-9.7342,-0.0089,-0.0433,0.1145,0.0000,0.0000,0.0000
3264002866,-0.1782,0.6590,-9.7302,-0.0095,-0.0250,0.1087,0.0000,0.0000,0.0000
