3.509263,2.706448,12.421398,8.438342,34.284435
3.508591,2.651645,12.430780,8.403196,34.193264
3.507209,2.773008,12.435484,8.382416,34.449021
3.497074,2.854153,12.580458,8.418465,34.500360
3.622435,2.661006,12.771442,8.451581,34.608197
3.417792,2.706097,12.806943,8.389449,34.538279
3.490973,2.783996,12.785323,8.417361,34.669732
3.396217,2.637699,12.763533,8.318462,34.345161
3.450436,2.815208,12.744608,8.344452,34.546818
3.547533,2.778705,12.668032,8.249793,34.302008
3.712232,2.680650,12.417833,8.365081,34.547308
3.577670,2.735077,12.332617,8.401796,34.319242
3.447218,2.752084,12.367999,8.444843,34.272966
3.409857,2.673438,12.464596,8.392138,34.128684
3.510990,2.823718,12.646954,8.342935,33.436554
