1690705679.755128	-0.00975	0.0119	-0.99578	-0.00069	0.00817	0.00161
1690705679.755128	-0.00975	0.0119	-0.99578	-0.00069	0.00817	0.00161
1690705679.775289	-0.00963	0.01228	-0.99571	0.0014	0.01295	0.00102
1690705679.7945247	-0.00994	0.0129	-0.99585	0.00169	0.00629	0.00108
1690705679.826981	-0.00935	0.01202	-0.99605	-5e-05	0.00726	0.00351
1690705679.83535	-0.00956	0.0122	-0.99416	0.0023	0.00946	0.00361
1690705679.8544343	-0.00918	0.01287	-0.99394	-0.00078	0.01048	-0.00086
1690705679.8768296	-0.00974	0.01243	-0.99311	-0.00022	0.01442	0.00226
1690705679.894265	-0.01113	0.01258	-0.99403	0.00124	0.01297	0.00177
1690705679.9104447	-0.0111	0.01288	-0.99533	0.00228	0.00859	0.00107
1690705679.9355536	-0.01212	0.01159	-0.99423	-0.00098	0.00913	-0.00061
1690705679.955581	-0.01188	0.01241	-0.99383	0.00033	0.00702	0.00104
1690705679.9841633	-0.01196	0.01231	-0.993	0.00341	0.01042	0.00166
1690705679.9941294	-0.0116	0.01178	-0.99447	0.00224	0.0074	0.00173
1690705680.013066	-0.00914	0.0131	-0.99409	0.00159	0.00805	-0.0
1690705680.0328395	-0.00958	0.01182	-0.99347	-4e-05	0.01029	-0.00032
1690705680.0551713	-0.01013	0.01253	-0.99363	0.00126	0.0086	0.00207
1690705680.0876486	-0.00929	0.01325	-0.99377	0.00135	0.00601	0.00392
1690705680.0956392	-0.00859	0.01253	-0.99377	0.00157	0.00883	-0.00028
1690705680.1132565	-0.00949	0.01152	-0.99484	0.0024	0.01137	0.00189
1690705680.1357074	-0.01025	0.01343	-0.99562	0.0002	0.00915	0.0026
1690705680.1378005	-0.01025	0.01343	-0.99562	0.0002	0.00915	0.0026
1690705680.1389174	-0.01025	0.01343	-0.99562	0.0002	0.00915	0.0026
1690705680.1389174	-0.01025	0.01343	-0.99562	0.0002	0.00915	0.0026
1690705680.1557906	-0.01109	0.0118	-0.99555	0.0013	0.00904	0.0041
1690705680.1765244	-0.01038	0.01062	-0.99513	-0.00111	0.01111	0.00285
1690705680.1942136	-0.01144	0.01335	-0.99521	0.00106	0.00877	0.00276
1690705680.2162404	-0.0133	0.01228	-0.99618	0.00024	0.00727	0.00437
1690705680.2341716	-0.01246	0.01177	-0.9947	0.0006	0.00879	0.00337
1690705680.2551186	-0.01064	0.0112	-0.9955	0.00231	0.00766	0.00165
1690705680.2750425	-0.01029	0.01109	-0.99502	0.00121	0.01258	0.00107
1690705680.2929068	-0.01024	0.01249	-0.99391	0.00164	0.00785	0.00556
