time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
1347614329,0.0593,0.6678,-9.7302,-0.0211,-0.1042,0.1134,0.0000,0.0000,0.0000
1347624446,0.0593,0.6678,-9.7373,-0.0495,-0.0802,0.0430,0.0000,0.0000,0.0000
1347634164,0.0682,0.6734,-9.7389,-0.0325,-0.0080,0.0608,0.0000,0.0000,0.0000
1347644239,0.0802,0.6798,-9.7357,-0.0103,-0.0016,0.1084,0.0000,0.0000,0.0000
1347654330,0.0794,0.6774,-9.7294,-0.0100,-0.0440,0.1383,0.0000,0.0000,0.0000
1347664402,0.0714,0.6646,-9.7294,-0.0036,-0.0923,0.1679,0.0000,0.0000,0.0000
1347674333,0.0618,0.6614,-9.7325,0.0074,-0.1517,0.0900,0.0000,0.0000,0.0000
1347684234,0.0610,0.6726,-9.7349,-0.0098,-0.1042,0.0550,0.0000,0.0000,0.0000
1347694167,0.0666,0.6742,-9.7365,0.0015,-0.0198,0.1497,0.0000,0.0000,0.0000
1347704237,0.0738,0.6686,-9.7381,-0.0153,0.0048,0.1793,0.0000,0.0000,0.0000
1347714336,0.0842,0.6718,-9.7341,-0.0255,-0.0258,0.0842,0.0000,0.0000,0.0000
1347724246,0.0834,0.6734,-9.7341,-0.0154,-0.1284,0.0375,0.0000,0.0000,0.0000
1347734168,0.0690,0.6726,-9.7349,-0.0561,-0.1519,0.0727,0.0000,0.0000,0.0000
1347744345,0.0585,0.6726,-9.7325,-0.0556,-0.0927,0.1616,0.0000,0.0000,0.0000
1347754237,0.0634,0.6670,-9.7357,-0.0148,-0.0513,0.1383,0.0000,0.0000,0.0000
1347764340,0.0666,0.6686,-9.7365,-0.0327,0.0098,0.0970,0.0000,0.0000,0.0000
1347774241,0.0762,0.6694,-9.7286,-0.0510,-0.0503,0.0905,0.0000,0.0000,0.0000
1347784338,0.0802,0.6710,-9.7357,-0.0387,-0.1513,0.0660,0.0000,0.0000,0.0000
1347794238,0.0577,0.6774,-9.7365,-0.0201,-0.1392,0.0776,0.0000,0.0000,0.0000
1347804164,0.0457,0.6670,-9.7326,-0.0152,-0.0624,0.1321,0.0000,0.0000,0.0000
1347814415,0.0618,0.6678,-9.7381,-0.0217,0.0473,0.0490,0.0000,0.0000,0.0000
1347824171,0.0843,0.6758,-9.7302,-0.0040,0.0420,-0.0159,0.0000,0.0000,0.0000
1347834413,0.0899,0.6726,-9.7310,-0.0207,-0.0740,0.0369,0.0000,0.0000,0.0000
1347844339,0.0802,0.6662,-9.7318,-0.0382,-0.1874,0.1205,0.0000,0.0000,0.0000
1347854244,0.0545,0.6678,-9.7389,-0.0561,-0.2113,0.0550,0.0000,0.0000,0.0000
1347864334,0.0505,0.6654,-9.7365,-0.0098,-0.1279,-0.0795,0.0000,0.0000,0.0000
1347874408,0.0714,0.6686,-9.7381,-0.0147,-0.0204,-0.0847,0.0000,0.0000,0.0000
1347884377,0.0866,0.6774,-9.7309,-0.0430,-0.0384,0.0249,0.0000,0.0000,0.0000
1347894247,0.0794,0.6766,-9.7349,-0.0447,-0.1515,0.1742,0.0000,0.0000,0.0000
1347904341,0.0553,0.6726,-9.7373,-0.0279,-0.1693,0.2719,0.0000,0.0000,0.0000
1347914243,0.0497,0.6654,-9.7342,-0.0211,-0.0800,0.1859,0.0000,0.0000,0.0000
1347924177,0.0682,0.6734,-9.7405,-0.0379,0.0044,0.0189,0.0000,0.0000,0.0000
1347934492,0.0898,0.6830,-9.7310,-0.0387,0.0286,0.0195,0.0000,0.0000,0.0000
1347944243,0.0882,0.6654,-9.7310,0.0074,-0.0869,0.1445,0.0000,0.0000,0.0000
1347954345,0.0626,0.6670,-9.7358,-0.0044,-0.1576,0.1204,0.0000,0.0000,0.0000
1347964247,0.0529,0.6758,-9.7318,-0.0330,-0.1155,0.0538,0.0000,0.0000,0.0000
1347974252,0.0658,0.6726,-9.7365,-0.0506,-0.0556,0.0430,0.0000,0.0000,0.0000
1347984246,0.0778,0.6694,-9.7341,-0.0453,0.0294,0.0673,0.0000,0.0000,0.0000
1347994243,0.0722,0.6686,-9.7278,-0.0217,-0.0008,0.0915,0.0000,0.0000,0.0000
1348004449,0.0738,0.6670,-9.7326,-0.0098,-0.0613,0.0729,0.0000,0.0000,0.0000
1348014172,0.0810,0.6646,-9.7302,-0.0098,-0.0986,0.0369,0.0000,0.0000,0.0000
1348024245,0.0698,0.6686,-9.7357,-0.0095,-0.1286,0.0317,0.0000,0.0000,0.0000
1348034168,0.0642,0.6710,-9.7381,-0.0034,-0.1103,0.0255,0.0000,0.0000,0.0000
1348044243,0.0658,0.6734,-9.7405,-0.0089,-0.0385,0.0193,0.0000,0.0000,0.0000
1348054342,0.0818,0.6718,-9.7325,-0.0270,-0.0008,0.0193,0.0000,0.0000,0.0000
1348064253,0.0923,0.6782,-9.7318,-0.0549,-0.0919,0.0608,0.0000,0.0000,0.0000
1348074347,0.0730,0.6790,-9.7302,-0.0435,-0.1637,0.1975,0.0000,0.0000,0.0000
1348084251,0.0537,0.6686,-9.7334,-0.0487,-0.1339,0.3013,0.0000,0.0000,0.0000
1348094175,0.0609,0.6670,-9.7334,-0.0322,-0.0744,0.1794,0.0000,0.0000,0.0000
1348104418,0.0754,0.6766,-9.7326,-0.0160,-0.0799,-0.0398,0.0000,0.0000,0.0000
1348114168,0.0714,0.6774,-9.7341,-0.0163,-0.0860,-0.0397,0.0000,0.0000,0.0000
