58.873054,14.482741,16.716992,1.060953,3.309215
58.699040,15.581457,16.719926,1.354460,3.101512
58.685055,14.798809,16.950059,1.733699,3.875000
58.874013,14.989169,16.668482,0.165054,3.535129
58.626925,14.908383,16.765266,1.945371,3.546479
58.948041,15.285050,16.758428,1.165333,3.495779
58.645343,14.687242,16.821812,1.129153,3.110044
59.017058,14.900150,16.851853,1.960752,3.035980
58.705024,15.068136,16.750320,0.133345,2.902871
58.772001,15.266546,16.776667,1.800991,3.063687
58.761269,14.739670,16.863199,1.294368,3.138866
58.690879,15.160309,16.780538,0.674014,3.604250
